Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (1008.0, 300.2)
Current resolution is (1920.0, 1080.0)
Using Gaze as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y,ref_x,ref_y
14-00-12-0809223,976.4316,167.7199,1008.015,300.1836
14-00-12-0989233,980.1244,180.2245,1008.015,300.1836
14-00-12-1149242,983.3547,179.0839,1008.015,300.1836
14-00-12-1319252,986.3184,178.5737,1008.015,300.1836
14-00-12-1479261,987.9326,179.566,1008.015,300.1836
14-00-12-1649271,987.679,178.356,1008.015,300.1836
14-00-12-1809280,987.8813,177.829,1008.015,300.1836
14-00-12-1979290,986.5649,174.4686,1008.015,300.1836
14-00-12-2149299,986.8759,174.3732,1008.015,300.1836
14-00-12-2319309,986.8001,169.8813,1008.015,300.1836
14-00-12-2479318,984.9182,168.7169,1008.015,300.1836
14-00-12-2649328,980.7706,159.1415,1008.015,300.1836
14-00-12-2819338,983.1772,159.4396,1008.015,300.1836
14-00-12-2979347,985.9874,161.1274,1008.015,300.1836
14-00-12-3149357,986.2795,162.9574,1008.015,300.1836
14-00-12-3309366,987.0494,164.8584,1008.015,300.1836
14-00-12-3479375,986.4517,165.6295,1008.015,300.1836
14-00-12-3669386,986.6547,167.879,1008.015,300.1836
14-00-12-3809394,985.8226,172.5901,1008.015,300.1836
14-00-12-3979404,984.6745,174.7668,1008.015,300.1836
14-00-12-4149414,983.5439,179.0441,1008.015,300.1836
14-00-12-4319423,989.0873,170.6024,1008.015,300.1836
14-00-12-4479433,991.0992,171.4119,1008.015,300.1836
14-00-12-4639442,992.1851,174.6823,1008.015,300.1836
14-00-12-4809451,993.1992,179.0549,1008.015,300.1836
14-00-12-4979461,993.2674,182.6225,1008.015,300.1836
14-00-12-5139470,993.0269,187.8148,1008.015,300.1836
14-00-12-5309480,992.406,193.064,1008.015,300.1836
14-00-12-5479490,990.51,197.0785,1008.015,300.1836
14-00-12-5649500,990.5748,203.1307,1008.015,300.1836
14-00-12-5809509,990.802,210.4976,1008.015,300.1836
14-00-12-5979518,989.2088,215.2579,1008.015,300.1836
14-00-12-6139528,993.9658,273.0764,1008.015,300.1836
