Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (719.0, 382.0)
Using ScreenCentre as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y
11-35-26-8106630,719,382
11-35-26-9196190,719,382
11-35-27-0700000,719,382
11-35-27-2219670,719,382
11-35-27-3743180,719,382
11-35-27-5297380,719,382
11-35-27-6861130,719,382
11-35-27-8182720,719,382
11-35-27-9782550,719,382
11-35-28-1342200,719,382
11-35-28-9861840,719,382
11-35-29-1342460,719,382
11-35-29-2943470,719,382
11-35-29-4416900,719,382
11-35-29-6097430,719,382
11-35-29-7703070,719,382
11-35-29-9302380,719,382
11-35-30-0901990,719,382
11-35-30-2499640,719,382
11-35-30-4081700,719,382
