Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (779.0, 435.9)
Current resolution is (1920.0, 1080.0)
Using Gaze as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y,ref_x,ref_y
14-48-26-3760178,788.5548,455.0364,779.0084,435.8729
14-48-26-3930188,787.9363,456.1628,779.0084,435.8729
14-48-26-4110198,787.6917,459.706,779.0084,435.8729
14-48-26-4270207,789.4924,458.9473,779.0084,435.8729
14-48-26-4430217,791.1658,458.5325,779.0084,435.8729
14-48-26-4590226,790.6478,457.828,779.0084,435.8729
14-48-26-4760235,790.8804,458.5954,779.0084,435.8729
14-48-26-4930245,790.7825,455.7369,779.0084,435.8729
14-48-26-5100255,792.5574,454.7474,779.0084,435.8729
14-48-26-5270265,790.8992,454.4214,779.0084,435.8729
14-48-26-5430274,791.1973,452.8202,779.0084,435.8729
14-48-26-5590283,791.6864,451.8726,779.0084,435.8729
14-48-26-5770293,791.6295,448.7795,779.0084,435.8729
14-48-26-5930302,792.3567,446.7252,779.0084,435.8729
14-48-26-6100312,791.5004,445.5631,779.0084,435.8729
14-48-26-6260321,791.0227,443.3612,779.0084,435.8729
14-48-26-6420330,790.9505,442.9528,779.0084,435.8729
14-48-26-6590340,790.266,437.9512,779.0084,435.8729
14-48-26-6760350,790.093,440.882,779.0084,435.8729
14-48-26-6930360,791.8987,440.0178,779.0084,435.8729
14-48-26-7090369,790.493,441.0883,779.0084,435.8729
14-48-26-7260378,791.5792,442.4731,779.0084,435.8729
14-48-26-7430388,791.5673,442.85,779.0084,435.8729
14-48-26-7590397,791.2641,442.4028,779.0084,435.8729
14-48-26-7760407,790.7815,441.6878,779.0084,435.8729
14-48-26-7920416,789.0072,442.9208,779.0084,435.8729
14-48-26-8090426,787.9988,443.2075,779.0084,435.8729
14-48-26-8260436,787.8909,445.3007,779.0084,435.8729
14-48-26-8420445,786.8074,445.476,779.0084,435.8729
14-48-26-8590454,785.8076,448.1785,779.0084,435.8729
14-48-26-8750464,783.085,450.4307,779.0084,435.8729
14-48-26-8920473,781.1785,451.6348,779.0084,435.8729
14-48-26-9100484,781.4692,453.0601,779.0084,435.8729
14-48-26-9250492,781.3208,454.118,779.0084,435.8729
14-48-26-9420502,781.2917,457.5587,779.0084,435.8729
14-48-26-9590512,781.1959,458.9128,779.0084,435.8729
14-48-26-9750521,781.3564,462.2378,779.0084,435.8729
