Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (1084.7, 176.6)
Current resolution is (1920.0, 1080.0)
Using Gaze as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y,ref_x,ref_y
09-24-39-2414776,1100.396,199.0065,1084.674,176.6373
09-24-39-2574785,1098.905,200.4615,1084.674,176.6373
09-24-39-2734794,1099.635,197.2654,1084.674,176.6373
09-24-39-2904804,1098.795,196.092,1084.674,176.6373
09-24-39-3074813,1101.009,191.9317,1084.674,176.6373
09-24-39-3234823,1102.674,191.1631,1084.674,176.6373
09-24-39-3404832,1101.224,194.1459,1084.674,176.6373
09-24-39-3564841,1101.712,192.3283,1084.674,176.6373
09-24-39-3734851,1101.226,193.6844,1084.674,176.6373
09-24-39-3904861,1099.669,194.5153,1084.674,176.6373
09-24-39-4074871,1097.414,196.2701,1084.674,176.6373
09-24-39-4234880,1093.356,198.9749,1084.674,176.6373
09-24-39-4404889,1092.373,200.2833,1084.674,176.6373
09-24-39-4574899,1085.062,205.0089,1084.674,176.6373
09-24-39-4734908,857.7446,372.1534,1084.674,176.6373
09-24-39-4894917,819.3387,455.9417,1084.674,176.6373
09-24-39-5064927,824.5235,445.7455,1084.674,176.6373
09-24-39-5234937,843.1926,429.4199,1084.674,176.6373
09-24-39-5404947,856.559,429.1741,1084.674,176.6373
09-24-39-5564956,853.8832,418.7298,1084.674,176.6373
09-24-39-5724965,854.9818,417.6333,1084.674,176.6373
09-24-39-5894975,854.5153,413.3812,1084.674,176.6373
09-24-39-6064984,857.2583,408.5992,1084.674,176.6373
09-24-39-6234994,858.9576,405.6238,1084.674,176.6373
09-24-39-6405004,857.9421,405.2672,1084.674,176.6373
09-24-39-6565013,858.7431,405.1681,1084.674,176.6373
09-24-39-6735023,859.4355,404.1064,1084.674,176.6373
09-24-39-6895032,861.7206,404.6062,1084.674,176.6373
09-24-39-7065042,859.971,403.877,1084.674,176.6373
09-24-39-7235051,858.6182,404.4681,1084.674,176.6373
09-24-39-7405061,856.3189,404.4709,1084.674,176.6373
09-24-39-7565070,854.4478,405.2189,1084.674,176.6373
09-24-39-7725079,853.1966,407.0862,1084.674,176.6373
09-24-39-7895089,852.8235,408.382,1084.674,176.6373
09-24-39-8065099,851.1828,409.9683,1084.674,176.6373
09-24-39-8225108,850.3011,412.261,1084.674,176.6373
09-24-39-8395118,859.9391,404.5916,1084.674,176.6373
09-24-39-8565127,1104.378,220.7161,1084.674,176.6373
09-24-39-8725137,1112.769,202.7994,1084.674,176.6373
09-24-39-8895146,1105.92,203.2476,1084.674,176.6373
09-24-39-9065156,1099.691,210.5458,1084.674,176.6373
09-24-39-9225165,1094.838,226.7075,1084.674,176.6373
09-24-39-9395175,1094.817,228.2134,1084.674,176.6373
09-24-39-9555184,1090.545,230.1057,1084.674,176.6373
09-24-39-9735194,1089.26,232.8169,1084.674,176.6373
09-24-39-9895203,1090.784,235.397,1084.674,176.6373
09-24-40-0065213,1089.992,239.1416,1084.674,176.6373
09-24-40-0235223,1089.604,241.2465,1084.674,176.6373
09-24-40-0395232,1089.621,240.104,1084.674,176.6373
09-24-40-0555241,1089.297,237.8828,1084.674,176.6373
09-24-40-0725251,1088.297,237.6627,1084.674,176.6373
09-24-40-0895261,1088.727,236.7414,1084.674,176.6373
09-24-40-1055270,1090.804,235.9521,1084.674,176.6373
09-24-40-1225280,1091.129,233.9478,1084.674,176.6373
09-24-40-1395289,1090.359,232.2371,1084.674,176.6373
09-24-40-1575300,1090.182,233.9813,1084.674,176.6373
09-24-40-1725308,1089.265,234.6432,1084.674,176.6373
09-24-40-1895318,1090.401,233.0959,1084.674,176.6373
09-24-40-2065328,1091.13,231.6488,1084.674,176.6373
09-24-40-2225337,1089.95,228.7017,1084.674,176.6373
09-24-40-2395346,1088.783,228.1113,1084.674,176.6373
09-24-40-2555356,1090.082,227.1848,1084.674,176.6373
09-24-40-2725365,1089.626,224.8307,1084.674,176.6373
09-24-40-2895375,1088.939,224.7132,1084.674,176.6373
09-24-40-3065385,877.5766,451.4714,1084.674,176.6373
09-24-40-3225394,744.8429,523.9669,1084.674,176.6373
09-24-40-3395404,755.5934,567.8216,1084.674,176.6373
09-24-40-3555413,757.571,578.6779,1084.674,176.6373
09-24-40-3725423,753.0526,585.1049,1084.674,176.6373
