Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (718.0, 384.0)
Current resolution is (1436.0, 768.0)
Using Mouse as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y
11-08-11-0869000,783.3594,402.4297
11-08-11-1190830,783.3594,402.4297
11-08-11-1506000,783.3594,402.4297
11-08-11-1868230,783.3594,402.4297
11-08-11-2418280,783.3594,402.4297
11-08-11-2837670,783.3594,402.4297
11-08-11-3104480,783.3594,402.4297
11-08-11-3466180,783.3594,402.4297
11-08-11-4102650,783.3594,402.4297
11-08-11-4384110,783.3594,402.4297
11-08-11-4868620,783.3594,402.4297
11-08-11-5266940,783.3594,402.4297
11-08-11-5748550,783.3594,402.4297
11-08-11-5946030,783.3594,402.4297
11-08-11-6226650,783.3594,402.4297
11-08-11-6861380,783.3594,402.4297
11-08-11-7145180,783.3594,402.4297
11-08-11-7507210,783.3594,402.4297
11-08-11-7866470,783.3594,402.4297
11-08-11-8227610,783.3594,402.4297
11-08-11-8903460,783.3594,402.4297
11-08-11-9219680,783.3594,397.4297
11-08-11-9551390,779.1836,385.9492
11-08-12-0151020,767.707,365.082
11-08-12-0464530,762.4883,355.6914
11-08-12-0785490,757.2734,348.3906
11-08-12-1145000,754.1445,342.4766
11-08-12-1463490,753.1016,340.3906
11-08-12-2110720,752.0547,339
11-08-12-2382500,752.0547,338
11-08-12-2705470,751.3594,337.3047
11-08-12-3024650,751.3594,337.3047
11-08-12-3703360,751.3594,336.6094
11-08-12-4064640,751.3594,336.6094
11-08-12-4382350,751.3594,336.6094
11-08-12-4667510,751.3594,336.6094
11-08-12-5387680,748.2305,334.1719
11-08-12-5661880,746.1445,332.0859
11-08-12-5983750,741.9688,327.9141
11-08-12-6304910,735.3633,324.4336
11-08-12-6982100,719.7109,320.2617
11-08-12-7259330,713.4531,320.2617
11-08-12-7581570,708.2344,320.2617
11-08-12-7907260,705.8008,320.2617
11-08-12-8224220,705.8008,320.2617
11-08-12-8944080,705.8008,320.2617
11-08-12-9183460,705.8008,320.2617
11-08-12-9507400,705.8008,320.2617
11-08-12-9826380,705.8008,320.2617
11-08-13-0421480,705.8008,320.2617
11-08-13-0741020,705.8008,320.2617
11-08-13-1068100,705.8008,320.2617
11-08-13-1658910,705.8008,320.2617
11-08-13-1981080,705.8008,320.2617
11-08-13-2301660,705.8008,320.2617
11-08-13-2622950,705.8008,320.2617
11-08-13-3224760,705.8008,320.2617
11-08-13-3583300,705.8008,320.2617
11-08-13-3942850,705.8008,320.2617
11-08-13-4264160,705.8008,320.2617
11-08-13-4622450,705.8008,320.2617
11-08-13-5262600,705.8008,320.2617
11-08-13-5583140,705.8008,320.2617
11-08-13-5860360,705.8008,320.2617
11-08-13-6262890,705.8008,320.2617
11-08-13-6860190,705.8008,320.2617
11-08-13-7270620,705.8008,320.2617
11-08-13-7539090,705.8008,320.2617
11-08-13-7945820,705.8008,320.2617
11-08-13-8303260,705.8008,320.2617
11-08-13-8623220,705.8008,320.2617
11-08-13-9027410,705.8008,320.2617
11-08-13-9830840,705.8008,320.2617
11-08-13-9836200,705.8008,320.2617
11-08-14-0425280,705.8008,320.2617
11-08-14-0700300,705.8008,320.2617
11-08-14-1105290,705.8008,320.2617
11-08-14-1422930,705.8008,320.2617
11-08-14-2017980,705.8008,320.2617
11-08-14-2385570,705.8008,320.2617
11-08-14-2699150,705.8008,320.2617
11-08-14-3025500,705.8008,320.2617
11-08-14-3701610,705.8008,320.2617
11-08-14-4058230,705.8008,320.2617
11-08-14-4377920,705.8008,320.2617
11-08-14-4699900,705.8008,320.2617
11-08-14-5102950,705.8008,320.2617
11-08-14-5783910,705.8008,320.2617
11-08-14-6145790,705.8008,320.2617
11-08-14-6551000,705.8008,320.2617
11-08-14-6867390,705.8008,320.2617
11-08-14-7223870,705.8008,320.2617
11-08-14-7542450,705.8008,320.2617
11-08-14-8142680,705.8008,320.2617
11-08-14-8544290,705.8008,320.2617
11-08-14-8903670,705.8008,320.2617
11-08-14-9265700,705.8008,320.2617
11-08-14-9581950,705.8008,320.2617
11-08-14-9861020,705.8008,320.2617
11-08-15-0265430,705.8008,320.2617
11-08-15-0624750,705.8008,320.2617
11-08-15-1301340,705.8008,320.2617
11-08-15-1659920,705.8008,320.2617
11-08-15-2072470,705.8008,320.2617
11-08-15-2338670,705.8008,320.2617
11-08-15-2661030,705.8008,320.2617
11-08-15-3302220,705.8008,320.2617
11-08-15-3699320,705.8008,320.2617
11-08-15-4062860,705.8008,320.2617
11-08-15-4424770,705.8008,320.2617
11-08-15-4740330,705.8008,320.2617
11-08-15-5101880,705.8008,320.2617
11-08-15-5511100,705.8008,320.2617
11-08-15-5869070,705.8008,320.2617
11-08-15-6232450,705.8008,320.2617
11-08-15-6818020,705.8008,320.2617
11-08-15-7218130,705.8008,320.2617
11-08-15-7549940,705.8008,320.2617
11-08-15-8139990,705.8008,320.2617
11-08-15-8543060,705.8008,320.2617
11-08-15-8817300,705.8008,320.2617
11-08-15-9223640,705.8008,320.2617
11-08-15-9590410,705.8008,320.2617
11-08-15-9989090,705.8008,320.2617
11-08-16-0343900,705.8008,320.2617
11-08-16-0710360,705.8008,320.2617
11-08-16-1111220,705.8008,320.2617
11-08-16-1782300,705.8008,320.2617
11-08-16-2097010,705.8008,320.2617
11-08-16-2420540,705.8008,320.2617
11-08-16-2825590,705.8008,320.2617
11-08-16-3182730,705.8008,320.2617
11-08-16-3582460,705.8008,320.2617
11-08-16-3951770,705.8008,320.2617
11-08-16-4300110,705.8008,320.2617
11-08-16-4940580,705.8008,320.2617
11-08-16-5343680,705.8008,334.7383
11-08-16-5621320,696.4102,361.8672
11-08-16-5975120,689.4531,377.8633
11-08-16-6422450,687.3672,380.9961
11-08-16-6660730,686.3242,382.0391
11-08-16-7299420,686.3242,382.7344
11-08-16-7617750,686.3242,382.7344
11-08-16-7899140,686.3242,383.7773
11-08-16-8302490,686.3242,385.168
11-08-16-8980030,687.3242,387.9492
11-08-16-9297900,687.3242,387.9492
11-08-16-9862720,687.3242,388.9492
11-08-16-9868850,687.3242,388.9492
11-08-17-0382930,688.3242,388.9492
11-08-17-0781580,688.3242,388.9492
11-08-17-1141170,688.3242,388.9492
11-08-17-1458630,688.3242,388.9492
11-08-17-2055220,689.3672,388.9492
11-08-17-2420970,689.3672,388.9492
11-08-17-2825050,689.3672,388.9492
11-08-17-3102260,689.3672,388.9492
11-08-17-3424080,690.3672,388.9492
11-08-17-4061210,690.3672,388.9492
11-08-17-4380640,690.3672,387.9492
11-08-17-4663190,690.3672,386.9063
11-08-17-5262790,691.3672,385.8633
11-08-17-5581690,691.3672,384.8203
11-08-17-5900570,692.3672,384.8203
11-08-17-6497570,692.3672,384.8203
11-08-17-6818750,692.3672,384.8203
11-08-17-7143810,692.3672,384.8203
11-08-17-7462710,692.3672,384.8203
11-08-17-8059370,692.3672,384.8203
11-08-17-8380290,692.3672,384.8203
11-08-17-8779920,692.3672,384.8203
11-08-17-9059390,692.3672,384.8203
11-08-17-9986450,692.3672,384.8203
11-08-17-9994760,692.3672,384.8203
11-08-18-0498510,692.3672,384.8203
11-08-18-0864310,692.3672,384.8203
11-08-18-1138370,692.3672,384.8203
11-08-18-1463490,692.3672,384.8203
11-08-18-1873390,692.3672,384.8203
11-08-18-2497200,692.3672,384.8203
11-08-18-2819610,692.3672,384.8203
11-08-18-3230780,692.3672,384.8203
11-08-18-3541580,692.3672,384.8203
11-08-18-3949180,692.3672,384.8203
11-08-18-4304070,692.3672,384.8203
11-08-18-4941170,692.3672,384.8203
11-08-18-5295050,692.3672,384.8203
11-08-18-5705770,692.3672,384.8203
11-08-18-6059070,692.3672,384.8203
11-08-18-6464160,692.3672,384.8203
11-08-18-6819020,692.3672,384.8203
11-08-18-7177180,692.3672,384.8203
11-08-18-7585040,692.3672,384.8203
11-08-18-7901930,692.3672,384.8203
11-08-18-8265210,692.3672,384.8203
11-08-18-8856030,692.3672,384.8203
11-08-18-9177090,692.3672,384.8203
11-08-18-9509690,692.3672,384.8203
11-08-18-9914600,692.3672,384.8203
11-08-19-0260430,692.3672,384.8203
11-08-19-0937120,692.3672,384.8203
11-08-19-1298080,692.3672,384.8203
11-08-19-1700580,692.3672,384.8203
11-08-19-2015840,692.3672,384.8203
11-08-19-2421880,692.3672,384.8203
11-08-19-2783920,692.3672,384.8203
11-08-19-3183760,692.3672,384.8203
11-08-19-3461660,692.3672,384.8203
11-08-19-3865730,692.3672,384.8203
11-08-19-4500730,692.3672,384.8203
11-08-19-4859240,692.3672,384.8203
11-08-19-5219620,692.3672,384.8203
11-08-19-5544990,692.3672,384.8203
11-08-19-5897360,692.3672,384.8203
11-08-19-6623350,692.3672,384.8203
11-08-19-6627320,692.3672,384.8203
11-08-19-7340370,692.3672,384.8203
11-08-19-7654370,692.3672,384.8203
11-08-19-8021550,692.3672,384.8203
11-08-19-8423470,692.3672,384.8203
11-08-19-8776630,692.3672,384.8203
11-08-19-9097670,692.3672,384.8203
11-08-19-9508520,692.3672,384.8203
11-08-20-0106140,692.3672,384.8203
11-08-20-0299620,692.3672,384.8203
11-08-20-0622910,692.3672,384.8203
11-08-20-1255400,692.3672,384.8203
11-08-20-1617720,695.4531,384.8203
11-08-20-1981970,701.7148,384.8203
11-08-20-2300430,706.9297,384.8203
11-08-20-2661600,712.1484,384.8203
11-08-20-3337970,732.668,384.8203
11-08-20-3657230,739.9727,384.8203
11-08-20-3935200,745.1875,385.8633
11-08-20-4256670,748.3164,387.9492
11-08-20-4933870,752.1445,387.9492
11-08-20-5340320,752.1445,387.9492
11-08-20-5700540,752.1445,387.9492
11-08-20-6057870,752.1445,387.9492
11-08-20-6417570,752.1445,387.9492
11-08-20-6783090,752.1445,387.9492
11-08-20-7140750,752.1445,387.9492
11-08-20-7471030,752.1445,387.9492
11-08-20-8055170,752.1445,387.9492
11-08-20-8463490,752.1445,387.9492
11-08-20-8820320,752.1445,387.9492
11-08-20-9141580,752.1445,387.9492
11-08-20-9822590,752.1445,387.9492
11-08-20-9825950,752.1445,387.9492
11-08-21-0538260,752.1445,387.9492
11-08-21-0857710,752.1445,387.9492
11-08-21-1176940,752.1445,387.9492
11-08-21-1459090,752.1445,387.9492
11-08-21-1829000,752.1445,387.9492
11-08-21-2227950,752.1445,387.9492
11-08-21-2854910,752.1445,387.9492
11-08-21-3179810,752.1445,387.9492
11-08-21-3538210,752.1445,387.9492
11-08-21-3901130,752.1445,387.9492
11-08-21-4301920,752.1445,387.9492
11-08-21-4980440,752.1445,387.9492
11-08-21-5298260,752.1445,387.9492
11-08-21-5661820,752.1445,387.9492
11-08-21-5934440,752.1445,387.9492
11-08-21-6339880,752.1445,387.9492
11-08-21-6743050,752.1445,387.9492
11-08-21-7101130,752.1445,387.9492
11-08-21-7462390,752.1445,387.9492
11-08-21-8219580,752.1445,387.9492
11-08-21-8579240,752.1445,387.9492
11-08-21-8937830,752.1445,387.9492
11-08-21-9225130,752.1445,387.9492
11-08-21-9785700,752.1445,387.9492
11-08-21-9976860,752.1445,387.9492
11-08-22-0307640,752.1445,387.9492
11-08-22-0702840,752.1445,387.9492
11-08-22-1064680,752.1445,387.9492
11-08-22-1774990,752.1445,387.9492
11-08-22-2094900,752.1445,387.9492
11-08-22-2418370,752.1445,387.9492
11-08-22-2738010,752.1445,387.9492
11-08-22-3061220,752.1445,387.9492
11-08-22-3773980,752.1445,387.9492
11-08-22-4178210,752.1445,387.9492
11-08-22-4539360,752.1445,387.9492
11-08-22-4857120,752.1445,387.9492
11-08-22-5218670,752.1445,387.9492
11-08-22-5535590,752.1445,387.9492
11-08-22-5940410,752.1445,387.9492
11-08-22-6261200,752.1445,387.9492
11-08-22-6980500,752.1445,387.9492
11-08-22-7297840,752.1445,387.9492
11-08-22-7654690,752.1445,387.9492
11-08-22-7977490,752.1445,387.9492
11-08-22-8303510,752.1445,387.9492
11-08-22-8707930,752.1445,387.9492
11-08-22-9299420,752.1445,387.9492
11-08-22-9623260,752.1445,387.9492
11-08-22-9980340,752.1445,387.9492
11-08-23-0335970,752.1445,387.9492
11-08-23-0659820,752.1445,387.9492
11-08-23-1299160,752.1445,387.9492
11-08-23-1707210,752.1445,387.9492
11-08-23-2016870,752.1445,387.9492
11-08-23-2338730,752.1445,387.9492
11-08-23-2698840,752.1445,387.9492
11-08-23-3103250,752.1445,387.9492
11-08-23-3461030,752.1445,387.9492
11-08-23-3859900,752.1445,387.9492
11-08-23-4539730,752.1445,387.9492
11-08-23-4900520,752.1445,387.9492
11-08-23-5255480,752.1445,387.9492
11-08-23-5662970,752.1445,387.9492
11-08-23-6014190,752.1445,387.9492
11-08-23-6381530,752.1445,387.9492
11-08-23-6655900,752.1445,387.9492
11-08-23-7059110,752.1445,387.9492
11-08-23-7695960,752.1445,387.9492
11-08-23-7971990,752.1445,387.9492
11-08-23-8382370,755.1445,399.9492
11-08-23-8698600,767.6641,493.8555
11-08-23-9096980,758.2734,595.0625
11-08-23-9697070,733.2344,617.3203
11-08-24-0099090,662.2852,594.3672
11-08-24-0413370,606.9844,552.6328
11-08-24-0741860,582.9883,528.6328
11-08-24-1331740,547.5117,432.6445
11-08-24-1654020,562.4688,382.9102
11-08-24-1977220,588.5508,359.9531
11-08-24-2254110,617.7656,346.3906
11-08-24-2896940,748.1875,324.4805
11-08-24-3254450,882.7852,307.7852
11-08-24-3580150,948.5156,341.1758
11-08-24-3900800,958.9492,359.9531
11-08-24-4617740,985.0352,432.9922
11-08-24-4895660,985.0352,434.0352
11-08-24-5297090,977.7305,384.9961
11-08-24-5616380,977.7305,293.1797
11-08-24-5935880,976.6875,193.0156
11-08-24-6255790,932.8633,152.3242
11-08-24-6898750,776.1836,143.6719
11-08-24-7215790,627.3281,177.7539
11-08-24-7535150,536.5547,212.1875
11-08-24-8217560,483.3438,230.9688
11-08-24-8532640,494.4297,232.0117
11-08-24-8857250,529.207,232.0117
11-08-24-9137520,529.207,232.0117
11-08-24-9456070,529.207,232.0117
11-08-24-9865670,529.207,232.0117
11-08-25-0463790,529.207,232.0117
11-08-25-0732240,529.207,232.0117
11-08-25-1141220,575.8984,227.8359
11-08-25-1459850,719.8867,221.5781
11-08-25-2057210,971.3398,264.3555
11-08-25-2374010,1034.289,330.0898
11-08-25-2701800,1041.594,398.9492
11-08-25-3062590,1002.988,476.1602
11-08-25-3698230,814.832,543.2852
11-08-25-4013050,705.2773,487.9844
11-08-25-4334160,647.8906,426.4258
11-08-25-4660730,607.1992,332.5234
11-08-25-5260760,604.0703,230.2734
11-08-25-5572540,619.375,211.4922
11-08-25-5941900,704.9297,213.5781
11-08-25-6542110,752.9258,262.6172
11-08-25-6891390,685.1055,350.2617
11-08-25-7257010,556.7695,430.6016
11-08-25-7574190,426.6992,455.9883
11-08-25-7938490,321.3164,442.4258
11-08-25-8296260,304.6211,425.7305
11-08-25-8701070,302.5352,413.2109
11-08-25-9058920,323.0547,397.9063
11-08-25-9938450,497.3008,384.3438
11-08-25-9941790,497.3008,384.3438
11-08-26-0455770,612.0703,447.9883
11-08-26-0732730,617.2852,464.6836
11-08-26-1141040,589.1172,545.7188
11-08-26-1776000,438.8711,593.7148
11-08-26-2133190,368.9648,539.457
11-08-26-2452070,345.3125,461.5547
11-08-26-2777680,345.3125,399.9961
11-08-26-3139250,368.2695,350.957
11-08-26-3455760,408.9609,316.5234
11-08-26-4136460,587.0273,272.0078
11-08-26-4452330,697.625,272.0078
11-08-26-4777170,734.1445,282.4414
11-08-26-5146430,791.5313,322.0898
11-08-26-5453570,828.0469,336.6953
11-08-26-6133590,982.1211,287.6563
11-08-26-6411450,1009.246,273.0508
11-08-26-6737480,1039.504,257.3984
11-08-26-7057860,1046.809,249.0547
11-08-26-7733920,960.9063,185.7539
11-08-26-8057600,766.8359,195.1445
11-08-26-8418600,606.1563,262.9648
11-08-26-8817510,418.3516,324.5234
11-08-26-9134350,365.1367,361.043
11-08-26-9814030,372.7891,409.0352
11-08-27-0132930,466.6914,439.293
