Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (791.0, 517.0)
Current resolution is (1920.0, 1080.0)
Using Gaze as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y,ref_x,ref_y
14-33-44-4385739,756.876,568.3669,790.9941,516.9695
14-33-44-4545748,755.9558,568.1517,790.9941,516.9695
14-33-44-4715758,756.5182,566.0986,790.9941,516.9695
14-33-44-4875767,755.9573,568.2492,790.9941,516.9695
14-33-44-5045777,755.0586,567.8434,790.9941,516.9695
14-33-44-5205786,753.1173,570.7496,790.9941,516.9695
14-33-44-5375795,751.7249,574.2869,790.9941,516.9695
14-33-44-5545805,750.6981,574.1423,790.9941,516.9695
14-33-44-5705814,746.9417,575.5923,790.9941,516.9695
14-33-44-5875824,747.4988,576.9493,790.9941,516.9695
14-33-44-6045834,747.7622,579.2455,790.9941,516.9695
14-33-44-6205843,748.3196,575.8432,790.9941,516.9695
14-33-44-6375853,749.5645,575.4092,790.9941,516.9695
14-33-44-6545862,749.6086,574.4414,790.9941,516.9695
14-33-44-6705872,751.8001,572.2391,790.9941,516.9695
14-33-44-6875881,754.3029,570.6031,790.9941,516.9695
14-33-44-7045891,753.6237,568.297,790.9941,516.9695
14-33-44-7205900,754.1617,569.1208,790.9941,516.9695
14-33-44-7375910,754.6502,566.549,790.9941,516.9695
14-33-44-7535919,756.0355,564.3659,790.9941,516.9695
14-33-44-7705929,754.6176,564.1191,790.9941,516.9695
14-33-44-7895940,756.362,563.5451,790.9941,516.9695
14-33-44-8045948,756.7937,563.7556,790.9941,516.9695
14-33-44-8205957,756.7685,560.2888,790.9941,516.9695
14-33-44-8375967,756.1336,560.3578,790.9941,516.9695
14-33-44-8535976,755.7639,560.8349,790.9941,516.9695
14-33-44-8705986,755.1627,564.6078,790.9941,516.9695
14-33-44-8875996,753.8048,566.1561,790.9941,516.9695
14-33-44-9036005,753.7889,567.6138,790.9941,516.9695
14-33-44-9206015,753.9476,569.0906,790.9941,516.9695
14-33-44-9376024,754.086,571.8708,790.9941,516.9695
14-33-44-9536033,754.6566,571.2391,790.9941,516.9695
14-33-44-9706043,754.9852,573.4231,790.9941,516.9695
14-33-44-9866052,753.004,577.2722,790.9941,516.9695
14-33-45-0036062,754.322,578.5203,790.9941,516.9695
14-33-45-0196071,756.9075,578.5479,790.9941,516.9695
14-33-45-0376081,756.7247,579.2115,790.9941,516.9695
14-33-45-0536091,756.4439,581.2755,790.9941,516.9695
14-33-45-0696100,755.7064,583.5627,790.9941,516.9695
14-33-45-0866109,756.1409,584.6573,790.9941,516.9695
14-33-45-1026119,757.0495,587.3533,790.9941,516.9695
14-33-45-1196128,756.8672,589.15,790.9941,516.9695
14-33-45-1376139,755.063,592.2106,790.9941,516.9695
14-33-45-1536148,753.5847,592.7828,790.9941,516.9695
14-33-45-1696157,752.9186,594.613,790.9941,516.9695
14-33-45-1876167,750.8173,594.5321,790.9941,516.9695
14-33-45-2036176,752.2761,595.2652,790.9941,516.9695
14-33-45-2196186,751.4135,596.997,790.9941,516.9695
14-33-45-2366195,749.6918,599.1655,790.9941,516.9695
14-33-45-2536205,749.4236,599.2446,790.9941,516.9695
14-33-45-2706215,748.3125,601.9004,790.9941,516.9695
14-33-45-2866224,747.2975,602.79,790.9941,516.9695
14-33-45-3036234,746.0526,605.4609,790.9941,516.9695
14-33-45-3196243,746.3129,605.5123,790.9941,516.9695
14-33-45-3366252,746.4731,607.0873,790.9941,516.9695
14-33-45-3536262,746.3012,609.1625,790.9941,516.9695
14-33-45-3696271,746.1425,608.9545,790.9941,516.9695
14-33-45-3866281,747.2328,606.1798,790.9941,516.9695
14-33-45-4036291,775.5319,379.1112,790.9941,516.9695
14-33-45-4196300,799.9885,194.0399,790.9941,516.9695
14-33-45-4366310,779.3765,21.82581,790.9941,516.9695
14-33-45-4526319,830.4816,-49.17334,790.9941,516.9695
14-33-45-4696329,830.4816,-49.17334,790.9941,516.9695
14-33-45-4946343,830.4816,-49.17334,790.9941,516.9695
14-33-45-5116353,830.4816,-49.17334,790.9941,516.9695
14-33-45-5266361,830.4816,-49.17334,790.9941,516.9695
14-33-45-5466373,830.4816,-49.17334,790.9941,516.9695
14-33-45-5606381,830.4816,-49.17334,790.9941,516.9695
14-33-45-5776390,830.4816,-49.17334,790.9941,516.9695
14-33-45-5946400,830.4816,-49.17334,790.9941,516.9695
14-33-45-6116410,830.4816,-49.17334,790.9941,516.9695
14-33-45-6256418,830.4816,-49.17334,790.9941,516.9695
14-33-45-6466430,830.4816,-49.17334,790.9941,516.9695
14-33-45-6636440,830.4816,-49.17334,790.9941,516.9695
14-33-45-6796449,830.4816,-49.17334,790.9941,516.9695
14-33-45-6966458,830.4816,-49.17334,790.9941,516.9695
14-33-45-7076465,830.4816,-49.17334,790.9941,516.9695
14-33-45-7306478,830.4816,-49.17334,790.9941,516.9695
14-33-45-7426485,830.4816,-49.17334,790.9941,516.9695
14-33-45-7586494,830.4816,-49.17334,790.9941,516.9695
14-33-45-7796506,830.4816,-49.17334,790.9941,516.9695
14-33-45-7926513,830.4816,-49.17334,790.9941,516.9695
14-33-45-8116524,830.4816,-49.17334,790.9941,516.9695
14-33-45-8256532,708.082,171.0768,790.9941,516.9695
14-33-45-8386540,901.0748,-128.3467,790.9941,516.9695
14-33-45-8516547,636.6115,147.4258,790.9941,516.9695
14-33-45-8746560,618.4089,272.9385,790.9941,516.9695
14-33-45-8866567,633.6949,336.5436,790.9941,516.9695
14-33-45-9026576,637.3596,370.3249,790.9941,516.9695
14-33-45-9186585,637.2516,383.1785,790.9941,516.9695
14-33-45-9356595,656.2584,417.2762,790.9941,516.9695
14-33-45-9526605,501.6893,501.545,790.9941,516.9695
14-33-45-9686614,597.8079,467.9407,790.9941,516.9695
14-33-45-9856624,633.207,476.325,790.9941,516.9695
14-33-46-0016633,638.9917,468.9034,790.9941,516.9695
14-33-46-0186643,649.6004,454.6077,790.9941,516.9695
14-33-46-0356652,652.4354,460.3192,790.9941,516.9695
14-33-46-0516661,650.2081,480.3824,790.9941,516.9695
14-33-46-0686671,650.6901,496.6384,790.9941,516.9695
14-33-46-0846680,651.4509,509.678,790.9941,516.9695
14-33-46-1016690,652.1347,514.0075,790.9941,516.9695
14-33-46-1186700,654.3162,513.5663,790.9941,516.9695
14-33-46-1356710,656.5433,518.1925,790.9941,516.9695
14-33-46-1516719,658.6864,522.113,790.9941,516.9695
14-33-46-1686728,660.9069,527.96,790.9941,516.9695
14-33-46-1856738,662.3894,534.5901,790.9941,516.9695
14-33-46-2016747,669.6588,537.2708,790.9941,516.9695
14-33-46-2186757,677.5704,539.3026,790.9941,516.9695
14-33-46-2356767,684.8753,544.4269,790.9941,516.9695
14-33-46-2516776,691.98,550.0533,790.9941,516.9695
14-33-46-2686786,697.1696,553.4492,790.9941,516.9695
14-33-46-2856795,701.6058,553.7833,790.9941,516.9695
14-33-46-3026805,793.9442,585.4452,790.9941,516.9695
14-33-46-3196815,768.8335,575.4065,790.9941,516.9695
14-33-46-3356824,733.9183,594.7268,790.9941,516.9695
14-33-46-3516833,749.6526,588.2245,790.9941,516.9695
14-33-46-3686843,755.3651,595.0208,790.9941,516.9695
14-33-46-3846852,763.3981,606.2092,790.9941,516.9695
14-33-46-4016862,761.0589,599.7806,790.9941,516.9695
14-33-46-4186871,761.8994,591.6423,790.9941,516.9695
14-33-46-4346881,766.5807,583.657,790.9941,516.9695
14-33-46-4516890,768.2847,579.4666,790.9941,516.9695
14-33-46-4686900,770.44,582.4443,790.9941,516.9695
14-33-46-4856910,770.7076,583.1971,790.9941,516.9695
14-33-46-5016919,770.8544,581.3829,790.9941,516.9695
14-33-46-5186929,773.3092,581.2386,790.9941,516.9695
14-33-46-5346938,771.2623,580.9496,790.9941,516.9695
14-33-46-5516947,768.8097,586.1257,790.9941,516.9695
14-33-46-5686957,769.2278,588.6729,790.9941,516.9695
14-33-46-5856967,770.3072,588.1122,790.9941,516.9695
14-33-46-6016976,771.1921,583.2219,790.9941,516.9695
14-33-46-6186986,772.3266,571.155,790.9941,516.9695
14-33-46-6346995,772.3266,571.155,790.9941,516.9695
14-33-46-6567008,772.3266,571.155,790.9941,516.9695
14-33-46-6737017,772.3266,571.155,790.9941,516.9695
14-33-46-6907027,772.3266,571.155,790.9941,516.9695
14-33-46-7077037,775.8595,568.3289,790.9941,516.9695
14-33-46-7227045,777.9752,570.9665,790.9941,516.9695
14-33-46-7357053,777.225,571.5692,790.9941,516.9695
14-33-46-7517062,777.4384,570.5288,790.9941,516.9695
14-33-46-7697072,777.7666,571.3382,790.9941,516.9695
14-33-46-7857081,778.7476,575.1123,790.9941,516.9695
14-33-46-8017090,778.5379,581.5557,790.9941,516.9695
14-33-46-8177100,779.2332,790.3322,790.9941,516.9695
14-33-46-8347109,767.8756,777.754,790.9941,516.9695
14-33-46-8507118,761.9732,772.1161,790.9941,516.9695
14-33-46-8677128,761.1145,769.6328,790.9941,516.9695
14-33-46-8847138,768.0013,770.1885,790.9941,516.9695
14-33-46-9017148,765.4712,769.2836,790.9941,516.9695
14-33-46-9177157,766.031,775.8411,790.9941,516.9695
14-33-46-9347167,763.1089,780.3845,790.9941,516.9695
14-33-46-9517176,759.9449,784.1274,790.9941,516.9695
14-33-46-9677185,750.3357,787.5493,790.9941,516.9695
14-33-46-9847195,744.5153,786.67,790.9941,516.9695
14-33-47-0017205,739.6094,793.3955,790.9941,516.9695
14-33-47-0177214,733.9225,797.4198,790.9941,516.9695
14-33-51-0309509,876.0321,364.0316,865.8585,337.1131
14-33-51-0469519,876.5226,367.8403,865.8585,337.1131
14-33-51-0639528,877.3206,369.9614,865.8585,337.1131
14-33-51-0809538,878.7455,371.9739,865.8585,337.1131
14-33-51-0969547,880.846,376.0948,865.8585,337.1131
14-33-51-1139557,881.4807,375.492,865.8585,337.1131
14-33-51-1309567,880.6467,373.6899,865.8585,337.1131
14-33-51-1469576,881.6653,371.3367,865.8585,337.1131
14-33-51-1639586,882.2108,374.2986,865.8585,337.1131
14-33-51-1799595,883.8853,375.1768,865.8585,337.1131
14-33-51-1969604,882.7761,375.814,865.8585,337.1131
14-33-51-2129614,881.1401,374.7275,865.8585,337.1131
14-33-51-2299623,882.6729,376.5297,865.8585,337.1131
14-33-51-2469633,886.5286,379.9413,865.8585,337.1131
14-33-51-2639643,885.9141,379.8171,865.8585,337.1131
14-33-51-2799652,884.4644,379.6298,865.8585,337.1131
14-33-51-2969662,884.2545,379.2869,865.8585,337.1131
14-33-51-3139671,883.4586,382.966,865.8585,337.1131
14-33-51-3299680,885.2825,385.2638,865.8585,337.1131
14-33-51-3489691,883.4136,386.343,865.8585,337.1131
14-33-51-3629699,881.462,391.5523,865.8585,337.1131
14-33-51-3799709,882.8983,392.8127,865.8585,337.1131
14-33-51-3969719,881.4216,396.8483,865.8585,337.1131
14-33-51-4139729,881.054,397.9524,865.8585,337.1131
14-33-51-4299738,878.4559,400.9528,865.8585,337.1131
14-33-51-4459747,879.0795,401.9509,865.8585,337.1131
14-33-51-4639757,878.3946,400.8109,865.8585,337.1131
14-33-51-4799766,876.4202,401.1059,865.8585,337.1131
14-33-51-4959775,875.3195,402.6152,865.8585,337.1131
14-33-51-5129785,873.2041,405.7991,865.8585,337.1131
14-33-51-5299795,872.5067,407.8337,865.8585,337.1131
14-33-51-5459804,869.988,407.3827,865.8585,337.1131
14-33-51-5629814,868.206,407.6323,865.8585,337.1131
14-33-51-5799823,865.783,407.5731,865.8585,337.1131
14-33-51-5959833,861.7386,408.9967,865.8585,337.1131
14-33-51-6129842,859.9149,411.5141,865.8585,337.1131
14-33-51-6299852,858.0774,412.8344,865.8585,337.1131
14-33-51-6459861,857.556,415.9965,865.8585,337.1131
14-33-51-6629871,856.546,418.3452,865.8585,337.1131
14-33-51-6799881,855.1851,422.339,865.8585,337.1131
14-33-51-6969890,853.7478,423.371,865.8585,337.1131
14-33-51-7129900,852.9221,427.9807,865.8585,337.1131
14-33-51-7299909,851.8258,427.3738,865.8585,337.1131
14-33-51-7459918,850.8713,429.6203,865.8585,337.1131
14-33-51-7629928,849.5607,429.9508,865.8585,337.1131
14-33-51-7789937,848.1968,432.5858,865.8585,337.1131
14-33-51-7959947,847.392,435.4096,865.8585,337.1131
14-33-51-8129957,846.1138,435.7733,865.8585,337.1131
14-33-51-8299966,843.4857,435.9084,865.8585,337.1131
14-33-51-8459976,840.2614,437.8505,865.8585,337.1131
14-33-51-8629985,839.6561,440.3132,865.8585,337.1131
14-33-51-8799995,840.041,442.461,865.8585,337.1131
14-33-51-8960004,839.0137,442.3515,865.8585,337.1131
14-33-51-9130014,838.8453,446.2586,865.8585,337.1131
14-33-51-9300024,836.9293,448.992,865.8585,337.1131
14-33-51-9460033,836.5839,451.2222,865.8585,337.1131
14-33-51-9630043,834.6029,452.7018,865.8585,337.1131
14-33-51-9790052,834.1627,454.4865,865.8585,337.1131
14-33-51-9960061,831.3289,455.1435,865.8585,337.1131
14-33-52-0130071,830.6227,454.171,865.8585,337.1131
14-33-52-0290080,830.2852,452.4985,865.8585,337.1131
14-33-52-0450089,830.1459,452.1382,865.8585,337.1131
14-33-52-0630100,829.0158,449.8561,865.8585,337.1131
14-33-52-0790109,827.514,450.8637,865.8585,337.1131
14-33-52-0950118,826.2083,451.3083,865.8585,337.1131
14-33-52-1120128,825.1146,449.7275,865.8585,337.1131
14-33-52-1290138,825.3929,451.6732,865.8585,337.1131
14-33-52-1460147,824.858,451.2036,865.8585,337.1131
14-33-52-1620156,824.4073,450.7527,865.8585,337.1131
14-33-52-1790166,823.8737,450.7438,865.8585,337.1131
14-33-52-1960176,824.4412,447.6708,865.8585,337.1131
14-33-52-2120185,824.8262,446.3106,865.8585,337.1131
14-33-52-2290195,824.8603,445.954,865.8585,337.1131
14-33-52-2460204,826.063,448.6018,865.8585,337.1131
14-33-52-2620214,826.8558,447.9363,865.8585,337.1131
14-33-52-2790223,826.9821,446.857,865.8585,337.1131
14-33-52-2960233,828.8918,445.3419,865.8585,337.1131
14-33-52-3120242,830.3113,445.324,865.8585,337.1131
14-33-52-3310253,832.486,443.9879,865.8585,337.1131
14-33-52-3460262,834.8844,440.0394,865.8585,337.1131
14-33-52-3630271,835.5775,437.1492,865.8585,337.1131
14-33-52-3790281,834.8643,435.5931,865.8585,337.1131
14-33-52-3960290,836.1663,434.3278,865.8585,337.1131
14-33-52-4120299,835.4353,434.4203,865.8585,337.1131
14-33-52-4290309,837.0241,431.9335,865.8585,337.1131
14-33-52-4450318,836.7636,430.1204,865.8585,337.1131
14-33-52-4620328,837.6442,428.9005,865.8585,337.1131
14-33-52-4790338,838.4321,426.2704,865.8585,337.1131
14-33-52-4950347,839.4915,427.8899,865.8585,337.1131
14-33-52-5120357,838.7869,425.7231,865.8585,337.1131
14-33-52-5290366,839.5621,423.2269,865.8585,337.1131
14-33-52-5460376,839.0895,424.41,865.8585,337.1131
14-33-52-5620385,839.1074,425.2558,865.8585,337.1131
14-33-52-5790395,838.8629,425.3082,865.8585,337.1131
14-33-52-5950404,839.02,420.9194,865.8585,337.1131
14-33-52-6120414,841.1519,421.016,865.8585,337.1131
14-33-52-6290424,841.3824,421.1181,865.8585,337.1131
14-33-52-6460433,843.488,420.4119,865.8585,337.1131
14-33-52-6620442,843.3732,420.8941,865.8585,337.1131
14-33-52-6790452,845.1821,422.4644,865.8585,337.1131
14-33-52-6950461,844.0952,424.049,865.8585,337.1131
14-33-52-7120471,844.0201,426.9013,865.8585,337.1131
14-33-52-7280480,845.2527,427.3571,865.8585,337.1131
14-33-52-7450490,844.1605,425.7727,865.8585,337.1131
14-33-52-7620500,843.9974,424.3702,865.8585,337.1131
14-33-52-7780509,844.0753,423.0347,865.8585,337.1131
14-33-52-7950518,843.4549,424.2917,865.8585,337.1131
14-33-52-8120528,843.6357,426.5691,865.8585,337.1131
14-33-52-8290538,844.1515,426.1453,865.8585,337.1131
14-33-52-8450547,845.8998,429.9487,865.8585,337.1131
