Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (719.0, 382.0)
Using Gaze as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y
10-14-47-7738750,0,0
10-14-47-9191500,0,0
10-14-48-0710000,0,0
10-14-48-2034210,0,0
10-14-48-3638230,0,0
10-14-48-5079690,0,0
10-14-48-6429280,0,0
10-14-48-7797380,0,0
10-14-48-9154980,0,0
10-14-49-6880440,0,0
10-14-49-8596210,0,0
10-14-50-6630350,0,0
10-14-50-8311790,0,0
10-14-50-9673190,0,0
