Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (467.5, 253.0)
Using ScreenCentre as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y
12-34-33-0925053,467.5,253
12-34-33-2525055,467.5,253
12-34-33-4125057,467.5,253
12-34-33-5725059,467.5,253
12-34-33-7325061,467.5,253
12-34-33-9135065,467.5,253
12-34-34-0835067,467.5,253
12-34-34-2535069,467.5,253
12-34-35-1035081,467.5,253
12-34-35-2735084,467.5,253
12-34-35-4535086,467.5,253
12-34-35-6135088,467.5,253
12-34-35-7845091,467.5,253
12-34-35-9445094,467.5,253
12-34-36-1045096,467.5,253
12-34-36-9245107,467.5,253
12-34-37-0545109,467.5,253
12-34-37-2145111,467.5,253
12-34-37-3645113,467.5,253
12-34-37-5245116,467.5,253
12-34-37-6645118,467.5,253
12-34-37-8045120,467.5,253
12-34-37-9545122,467.5,253
12-34-38-0845124,467.5,253
