Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (952.0, 455.0)
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y
16-01-18-9996714,963,507
16-01-19-0756758,963,507
16-01-19-2176839,963,507
16-01-19-4896994,963,507
16-01-19-6357078,963,507
16-01-19-7687154,963,507
16-01-19-8987228,942,613
16-01-20-0277302,925,748
16-01-20-1577376,909,936
16-01-20-2847449,934,994
16-01-20-4127522,930,978
16-01-20-5387594,919,966
16-01-20-6677668,919,966
