Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (467.5, 253.0)
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y
16-04-33-0277692,631,146
16-04-33-1447759,631,146
16-04-33-3017849,631,146
16-04-33-4557937,631,146
16-04-33-6108025,631,146
16-04-33-7708117,631,148
16-04-33-9288207,663,132
16-04-34-0858297,1045,-292
16-04-34-2428387,1124,-296
16-04-34-3908471,1156,-312
16-04-34-5748577,1169,-317
16-04-34-7318666,1179,-316
16-04-34-8878756,1179,-316
16-04-35-0438845,1175,-321
16-04-35-2008935,1167,-328
16-04-35-3539022,1169,-339
16-04-35-5079110,1175,-339
16-04-35-6669201,1175,-339
16-04-35-8209289,1175,-339
16-04-35-9799380,1156,-339
16-04-36-1399472,1115,-341
16-04-36-3029565,1115,-341
16-04-36-4629657,1112,-341
16-04-36-6219748,1108,-339
16-04-36-8079854,1108,-339
16-04-36-9769951,1108,-339
16-04-37-1870071,1108,-339
16-04-37-3730177,1108,-339
16-04-37-5570282,1108,-339
16-04-37-6980363,1108,-339
16-04-37-8400444,1108,-339
16-04-37-9920531,1108,-339
16-04-38-1580626,1108,-339
16-04-38-3300725,1108,-339
16-04-38-5280838,1108,-339
16-04-38-6760922,1108,-339
16-04-38-8601028,1108,-339
16-04-39-0321126,1108,-339
16-04-39-2181232,1108,-339
16-04-39-3551311,1108,-339
16-04-39-5101400,1108,-339
16-04-39-6711492,1108,-339
16-04-39-9081627,1108,-339
16-04-40-0301697,1108,-339
16-04-40-2051797,1108,-339
16-04-40-3671890,1108,-339
16-04-40-5281982,1108,-339
16-04-40-6942077,1108,-339
16-04-40-8572170,1108,-339
16-04-41-0872302,1108,-339
16-04-41-2552398,1108,-339
16-04-41-4312498,1108,-339
16-04-41-5952592,1108,-339
16-04-41-7702692,1108,-339
16-04-41-9462793,1108,-339
16-04-42-1282897,1108,-339
16-04-42-2922991,1108,-339
16-04-42-4523082,1108,-339
16-04-42-5973165,1108,-339
16-04-42-7863273,1108,-339
16-04-42-9683377,1108,-339
16-04-43-1443478,1108,-339
16-04-43-3153576,1108,-339
16-04-43-4793670,1108,-339
16-04-43-6603773,1108,-339
16-04-43-8173863,1108,-339
16-04-43-9873960,1108,-339
16-04-44-1484052,1108,-339
16-04-44-4234210,1108,-339
16-04-44-5474281,1108,-339
16-04-44-6764354,1108,-339
16-04-44-8124432,1108,-339
16-04-44-9584516,1108,-339
16-04-45-1304614,561,188
16-04-45-2924707,561,188
16-04-45-4554800,561,188
16-04-45-6184893,561,188
16-04-45-7784985,561,188
16-04-45-9395077,561,188
16-04-46-0955166,561,188
16-04-46-2585259,568,191
16-04-46-4155349,569,192
16-04-46-5785442,569,192
16-04-46-7405535,569,192
16-04-46-9015627,569,192
16-04-47-0635720,569,192
16-04-47-2235811,569,192
16-04-47-3855904,569,192
16-04-47-5485997,569,192
16-04-47-7136092,569,192
16-04-47-8746184,569,192
16-04-48-0336275,569,192
16-04-48-2046372,569,192
16-04-48-3626463,569,192
16-04-48-5186552,569,192
16-04-48-6826646,569,192
16-04-48-8436738,569,192
16-04-49-0016828,569,192
16-04-49-1666923,569,192
16-04-49-3327018,569,192
16-04-49-5207125,577,204
16-04-49-6847219,577,204
16-04-49-8507314,577,204
16-04-50-0117406,621,178
16-04-50-1757500,695,96
16-04-50-3357591,810,91
16-04-50-4987685,828,20
16-04-50-6607777,857,-13
16-04-50-8207869,871,-8
16-04-50-9817961,875,-19
16-04-51-1528059,875,-21
16-04-51-3058146,875,-21
16-04-51-4498229,875,-21
16-04-51-6108321,875,-21
16-04-51-7738414,875,-21
16-04-51-9378508,875,-21
16-04-52-1008601,875,-21
16-04-52-2658695,875,-21
16-04-52-4348792,875,-21
16-04-52-5998886,875,-21
16-04-52-7638980,875,-21
16-04-52-9249072,875,-21
16-04-53-0869165,875,-21
16-04-53-2489258,875,-21
16-04-53-4129351,875,-21
16-04-53-5729443,875,-21
16-04-53-7349536,875,-21
16-04-53-8989629,875,-21
16-04-54-0629723,875,-21
16-04-54-2209814,875,-21
16-04-54-3819906,875,-21
16-04-54-5470000,875,-21
16-04-54-7120094,875,-21
16-04-54-8830192,875,-21
16-04-55-0460286,875,-21
16-04-55-2160383,875,-21
16-04-55-3780475,875,-21
16-04-55-5380567,875,-21
16-04-55-6710643,875,-21
16-04-55-8280733,875,-21
16-04-55-9900826,875,-21
16-04-56-1660926,875,-21
16-04-56-3221015,875,-21
16-04-56-4851109,875,-21
16-04-56-6481202,875,-21
16-04-56-8091294,875,-21
16-04-56-9691385,875,-21
16-04-57-1281476,875,-21
16-04-57-2811564,875,-21
16-04-57-4511661,875,-21
16-04-57-6211758,875,-21
16-04-57-7941857,875,-21
16-04-57-9681957,875,-21
16-04-58-1402055,875,-21
16-04-58-3172157,875,-21
16-04-58-4932257,875,-21
16-04-58-6672357,875,-21
16-04-58-8422457,875,-21
16-04-59-0202559,875,-21
16-04-59-2702702,875,-21
16-04-59-4322794,875,-21
16-04-59-5992890,875,-21
16-04-59-7732989,875,-21
16-04-59-9443087,875,-21
16-05-00-1173186,875,-21
16-05-00-2933287,875,-21
16-05-00-4723389,875,-21
16-05-00-6483490,875,-21
16-05-00-8293593,875,-21
16-05-01-0093696,875,-21
16-05-01-1823795,875,-21
16-05-01-3563895,875,-21
16-05-01-5133985,875,-21
16-05-01-6414058,875,-21
16-05-01-7714132,875,-21
16-05-01-9014207,875,-21
16-05-02-0754306,875,-21
16-05-02-2514407,875,-21
16-05-02-4234505,875,-21
16-05-02-5694589,875,-21
16-05-02-7454689,875,-21
16-05-02-9184788,875,-21
16-05-03-0934888,875,-21
16-05-03-2694989,875,-21
16-05-03-4425088,875,-21
16-05-03-6155187,875,-21
16-05-03-7885286,875,-21
16-05-03-9585383,875,-21
