StartAscending, Stimulus, Value
0,35,1
1,15,0
0,34,1
1,16,0
0,33,1
1,17,0
0,32,1
1,18,0
0,31,1
1,19,0
0,30,1
1,20,0
0,29,1
1,21,0
0,28,1
1,22,0
0,27,0
1,23,0
0,26,1
1,24,0
0,27,1
1,25,1
0,26,1
1,26,1
0,25,0
1,25,0
0,24,0
1,24,0
0,25,0
1,25,1
0,26,1
1,26,0
0,27,0
1,25,0
0,26,0
1,26,1
0,27,1
1,27,1
0,28,1
1,26,0
0,27,1
1,25,0
0,26,0
1,26,1
0,25,0
1,27,1
0,26,0
1,26,1
0,27,1
1,25,0
0,28,1
1,24,0
0,27,1
1,25,1
0,26,1
0,25,1
0,24,0
