Stimulus, Value
0.00999999977648258,1
0,0
0.00999999977648258,0
0.0199999995529652,0
0.0299999993294477,0
0.0399999991059303,0
0.0499999988824129,0
0.0599999986588955,0
0.0699999984353781,0
0.0799999982118607,0
0.0899999979883432,1
0.0799999982118607,1
0.0699999984353781,1
0.0599999986588955,1
0.0499999988824129,1
0.0399999991059303,1
0.0299999993294477,1
0.0199999995529652,1
0.00999999977648258,0
0.0199999995529652,0
0.0299999993294477,0
0.0399999991059303,0
0.0499999988824129,0
0.0599999986588955,0
0.0699999984353781,0
0.0799999982118607,0
0.0899999979883432,0
0.0999999977648258,0
0.109999997541308,0
0.119999997317791,0
0.129999997094274,0
0.139999996870756,0
0.149999996647239,0
0.159999996423721,0
0.169999996200204,0
0.179999995976686,0
0.189999995753169,0
0.199999995529652,0
0.209999995306134,0
0.219999995082617,0
0.229999994859099,0
0.239999994635582,0
0.249999994412065,1
0.239999994635582,1
0.229999994859099,1
0.219999995082617,1
0.209999995306134,0
0.219999995082617,0
0.229999994859099,0
0.239999994635582,0
0.249999994412065,0
0.259999994188547,1
0.249999994412065,1
0.239999994635582,1
0.229999994859099,1
0.219999995082617,0
0.229999994859099,0
0.239999994635582,0
0.249999994412065,0
0.259999994188547,0
0.26999999396503,0
0.279999993741512,0
0.289999993517995,1
