Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (913.3, 615.2)
Current resolution is (1920.0, 1080.0)
Using Gaze as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y,ref_x,ref_y
10-15-39-3978124,909.9342,624.5164,913.3033,615.2294
10-15-39-4138134,911.4362,623.7395,913.3033,615.2294
10-15-39-4308143,911.6744,624.3574,913.3033,615.2294
10-15-39-4468152,912.4788,623.576,913.3033,615.2294
10-15-39-4638162,911.4514,623.6071,913.3033,615.2294
10-15-39-4808172,912.124,621.4938,913.3033,615.2294
10-15-39-4968181,914.877,622.8679,913.3033,615.2294
10-15-39-5138191,915.0891,620.8051,913.3033,615.2294
10-15-39-5298200,915.7802,619.6438,913.3033,615.2294
10-15-39-5478210,916.1967,617.4713,913.3033,615.2294
10-15-39-5638219,916.5172,615.0749,913.3033,615.2294
10-15-39-5808229,918.7122,613.5818,913.3033,615.2294
10-15-39-5968238,918.1294,612.5962,913.3033,615.2294
10-15-39-6138248,917.7162,609.5638,913.3033,615.2294
10-15-39-6308258,918.791,609.4646,913.3033,615.2294
10-15-39-6468267,920.599,606.682,913.3033,615.2294
10-15-39-6638277,919.8338,604.5773,913.3033,615.2294
10-15-39-6798286,920.7252,603.067,913.3033,615.2294
10-15-39-6968295,921.4509,600.4332,913.3033,615.2294
10-15-39-7138305,919.738,599.3602,913.3033,615.2294
10-15-39-7308315,918.7649,596.565,913.3033,615.2294
10-15-39-7468324,918.9539,595.5896,913.3033,615.2294
10-15-39-7628333,918.4819,594.4946,913.3033,615.2294
10-15-39-7798343,917.4344,594.2816,913.3033,615.2294
10-15-39-7968353,916.1362,596.3275,913.3033,615.2294
10-15-39-8138362,917.2737,600.1052,913.3033,615.2294
10-15-39-8298372,915.5964,600.4972,913.3033,615.2294
10-15-39-8468381,913.8284,600.6765,913.3033,615.2294
10-15-39-8638391,913.1402,602.8651,913.3033,615.2294
10-15-39-8808401,913.1915,602.9842,913.3033,615.2294
10-15-39-8968410,912.012,604.6431,913.3033,615.2294
10-15-39-9128419,910.0369,607.7351,913.3033,615.2294
10-15-39-9298429,908.7762,606.8728,913.3033,615.2294
10-15-39-9468438,908.6122,609.1115,913.3033,615.2294
10-15-39-9638448,907.7889,610.054,913.3033,615.2294
10-15-39-9798457,907.6566,611.7885,913.3033,615.2294
10-15-39-9968467,906.8027,614.0443,913.3033,615.2294
10-15-40-0138477,905.7886,613.6105,913.3033,615.2294
10-15-40-0298486,904.6561,613.3856,913.3033,615.2294
10-15-40-0478496,903.6552,613.8516,913.3033,615.2294
10-15-40-0628505,901.5812,615.0419,913.3033,615.2294
10-15-40-0798515,902.0525,616.1233,913.3033,615.2294
10-15-40-0958524,902.1985,616.4911,913.3033,615.2294
10-15-40-1128533,902.2545,619.6786,913.3033,615.2294
10-15-40-1298543,903.2094,616.3248,913.3033,615.2294
10-15-40-1458552,903.2239,617.9263,913.3033,615.2294
10-15-40-1628562,902.8542,619.4905,913.3033,615.2294
10-15-40-1798572,903.8514,619.261,913.3033,615.2294
10-15-40-1968581,903.4591,621.2574,913.3033,615.2294
10-15-40-2158592,902.4362,623.637,913.3033,615.2294
10-15-40-2298600,902.2883,626.2916,913.3033,615.2294
10-15-40-2468610,900.3315,629.1806,913.3033,615.2294
10-15-40-2628619,899.9681,633.8827,913.3033,615.2294
10-15-40-2798629,897.8336,638.7943,913.3033,615.2294
10-15-40-2968639,897.4371,642.4555,913.3033,615.2294
10-15-40-3128648,896.295,645.1965,913.3033,615.2294
10-15-40-3288657,897.1854,647.179,913.3033,615.2294
10-15-40-3458667,898.8532,651.7372,913.3033,615.2294
10-15-40-3628676,897.7343,653.3615,913.3033,615.2294
10-15-40-3798686,897.3061,655.5353,913.3033,615.2294
10-15-40-3958695,896.738,656.4571,913.3033,615.2294
10-15-40-4128705,896.4313,658.5369,913.3033,615.2294
10-15-40-4298715,896.9595,662.3873,913.3033,615.2294
10-15-40-4458724,896.4161,666.0405,913.3033,615.2294
10-15-40-4628734,898.569,667.1525,913.3033,615.2294
10-15-40-4798743,899.2859,672.1645,913.3033,615.2294
10-15-40-4958753,900.4232,673.3833,913.3033,615.2294
10-15-40-5128762,900.7432,673.3978,913.3033,615.2294
10-15-40-5298772,900.4449,671.9847,913.3033,615.2294
10-15-40-5458781,901.0284,671.8594,913.3033,615.2294
10-15-40-5628791,903.0913,670.5898,913.3033,615.2294
10-15-40-5798801,904.8367,667.6604,913.3033,615.2294
10-15-40-5958810,906.9967,668.1152,913.3033,615.2294
10-15-40-6128819,907.3895,666.767,913.3033,615.2294
10-15-40-6288829,907.6378,667.1851,913.3033,615.2294
10-15-40-6458838,908.534,665.2888,913.3033,615.2294
10-15-40-6628848,909.7613,665.6104,913.3033,615.2294
10-15-40-6798858,910.73,666.782,913.3033,615.2294
10-15-40-6958867,912.0201,667.7758,913.3033,615.2294
10-15-40-7128877,914.8008,667.4935,913.3033,615.2294
10-15-40-7288886,916.2882,666.2966,913.3033,615.2294
10-15-40-7458896,918.0392,663.3059,913.3033,615.2294
10-15-40-7638906,918.6812,662.8109,913.3033,615.2294
10-15-40-7798915,919.0577,663.7734,913.3033,615.2294
10-15-40-7958924,919.4839,663.794,913.3033,615.2294
10-15-40-8128934,919.1566,664.8499,913.3033,615.2294
10-15-40-8288943,916.8005,665.0408,913.3033,615.2294
10-15-40-8458953,915.0634,663.4505,913.3033,615.2294
10-15-40-8628962,914.775,664.6544,913.3033,615.2294
10-15-40-8798972,915.8819,664.8441,913.3033,615.2294
10-15-40-8958981,916.1594,666.3925,913.3033,615.2294
10-15-40-9118990,916.3392,668.5469,913.3033,615.2294
10-15-40-9289000,916.1307,668.1572,913.3033,615.2294
10-15-40-9459010,916.1497,667.4658,913.3033,615.2294
10-15-40-9619019,916.9735,667.2659,913.3033,615.2294
10-15-40-9789029,914.9236,664.2267,913.3033,615.2294
10-15-40-9959039,912.5862,661.6584,913.3033,615.2294
10-15-41-0119048,910.7274,658.0768,913.3033,615.2294
10-15-41-0289057,909.6799,654.277,913.3033,615.2294
10-15-41-0459067,909.6208,650.9669,913.3033,615.2294
10-15-41-0619076,909.7108,646.7952,913.3033,615.2294
10-15-41-0789086,909.9011,644.1198,913.3033,615.2294
10-15-41-0949095,909.6116,641.3734,913.3033,615.2294
10-15-41-1119105,909.2394,639.9197,913.3033,615.2294
10-15-41-1289115,909.5043,639.6383,913.3033,615.2294
10-15-41-1449124,910.9455,638.6888,913.3033,615.2294
10-15-41-1619133,911.111,637.8076,913.3033,615.2294
10-15-41-1789143,911.5673,638.493,913.3033,615.2294
10-15-41-1979154,912.0612,639.6641,913.3033,615.2294
10-15-41-2129163,910.0359,642.1282,913.3033,615.2294
10-15-41-2289172,908.9938,643.3998,913.3033,615.2294
10-15-41-2449181,907.1657,646.5098,913.3033,615.2294
10-15-41-2619191,907.5691,648.181,913.3033,615.2294
10-15-41-2779200,908.3084,647.9743,913.3033,615.2294
10-15-41-2949210,909.7159,645.9692,913.3033,615.2294
10-15-41-3119219,909.7322,644.6636,913.3033,615.2294
10-15-41-3289229,907.7259,644.4076,913.3033,615.2294
10-15-41-3459239,906.3344,645.4794,913.3033,615.2294
10-15-41-3619248,906.9175,647.0649,913.3033,615.2294
10-15-41-3789258,905.9002,646.0717,913.3033,615.2294
10-15-41-3949267,905.0127,643.6298,913.3033,615.2294
10-15-41-4119276,903.9627,642.1523,913.3033,615.2294
