Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (965.9, 648.7)
Current resolution is (1920.0, 1080.0)
Using Gaze as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y,ref_x,ref_y
15-42-58-6231797,663.129,679.3342,965.8922,648.6888
15-42-58-6391806,666.197,678.3232,965.8922,648.6888
15-42-58-6561815,668.4683,676.5785,965.8922,648.6888
15-42-58-6731825,667.441,672.3785,965.8922,648.6888
15-42-58-6891834,673.4744,671.3549,965.8922,648.6888
15-42-58-7061844,677.9151,670.2233,965.8922,648.6888
15-42-58-7231854,676.0687,664.5848,965.8922,648.6888
15-42-58-7391863,673.2379,660.7261,965.8922,648.6888
15-42-58-7561873,671.6885,660.0863,965.8922,648.6888
15-42-58-7731882,673.1625,663.5894,965.8922,648.6888
15-42-58-7891891,683.4469,665.5875,965.8922,648.6888
15-42-58-8061901,693.308,661.9174,965.8922,648.6888
15-42-58-8231911,701.8022,659.7089,965.8922,648.6888
15-42-58-8391920,708.9404,656.177,965.8922,648.6888
15-42-58-8561930,716.4946,651.9188,965.8922,648.6888
15-42-58-8731940,722.4863,648.4499,965.8922,648.6888
15-42-58-8901949,726.5363,647.85,965.8922,648.6888
15-42-58-9061958,732.4825,645.9053,965.8922,648.6888
15-42-58-9231968,738.9927,643.0858,965.8922,648.6888
15-42-58-9391977,746.7623,642.8835,965.8922,648.6888
15-42-58-9561987,752.7977,640.4291,965.8922,648.6888
15-42-58-9731997,899.0212,476.5631,965.8922,648.6888
15-42-58-9892006,906.0562,478.0289,965.8922,648.6888
15-42-59-0062016,896.1319,465.4663,965.8922,648.6888
15-42-59-0222025,887.4816,477.1586,965.8922,648.6888
15-42-59-0392034,895.0751,488.1686,965.8922,648.6888
15-42-59-0562044,900.3116,498.0362,965.8922,648.6888
15-42-59-0732054,905.1215,497.756,965.8922,648.6888
15-42-59-0892063,902.4793,496.3195,965.8922,648.6888
15-42-59-1052072,901.0669,495.0085,965.8922,648.6888
15-42-59-1222082,900.2101,500.09,965.8922,648.6888
15-42-59-1392092,901.1176,502.8446,965.8922,648.6888
15-42-59-1582103,910.3013,514.6462,965.8922,648.6888
15-42-59-1732111,917.0655,530.7403,965.8922,648.6888
