Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (990.7, 586.7)
Current resolution is (1920.0, 1080.0)
Using Gaze as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y,ref_x,ref_y
15-47-16-2513638,850.636,615.9611,990.7477,586.6583
15-47-16-2683648,842.4352,616.2327,990.7477,586.6583
15-47-16-2853657,834.5427,619.5684,990.7477,586.6583
15-47-16-3013667,828.198,622.1804,990.7477,586.6583
15-47-16-3173676,819.0973,622.0953,990.7477,586.6583
15-47-16-3343685,812.4619,624.0352,990.7477,586.6583
15-47-16-3513695,806.6217,623.3407,990.7477,586.6583
15-47-16-3673704,799.2995,625.2141,990.7477,586.6583
15-47-16-3843714,793.7155,624.8575,990.7477,586.6583
15-47-16-4013724,789.4603,626.3762,990.7477,586.6583
15-47-16-4173733,783.1711,627.9747,990.7477,586.6583
15-47-16-4343743,780.4985,627.7406,990.7477,586.6583
15-47-16-4513752,776.7007,631.3871,990.7477,586.6583
15-47-16-4673762,772.1224,633.5389,990.7477,586.6583
15-47-16-4843771,767.7868,634.9696,990.7477,586.6583
15-47-16-5003780,765.062,633.2195,990.7477,586.6583
15-47-16-5183791,763.4302,633.9434,990.7477,586.6583
15-47-16-5343800,761.8282,632.4159,990.7477,586.6583
15-47-16-5513810,759.9843,628.0512,990.7477,586.6583
15-47-16-5673819,759.5782,624.6862,990.7477,586.6583
15-47-16-5843828,761.2666,618.3716,990.7477,586.6583
15-47-16-6003838,762.9854,613.1821,990.7477,586.6583
15-47-16-6173847,764.4011,608.9496,990.7477,586.6583
15-47-16-6343857,766.2954,608.1525,990.7477,586.6583
15-47-16-6503866,766.1653,604.3264,990.7477,586.6583
15-47-16-6673876,766.8552,602.8322,990.7477,586.6583
15-47-16-6843886,769.418,600.1783,990.7477,586.6583
15-47-16-7003895,771.5419,600.0142,990.7477,586.6583
15-47-16-7173905,773.4588,599.9265,990.7477,586.6583
15-47-16-7343914,774.4307,600.5145,990.7477,586.6583
15-47-16-7503923,773.675,597.8497,990.7477,586.6583
15-47-16-7673933,775.0346,595.9226,990.7477,586.6583
15-47-16-7843943,775.8254,593.9995,990.7477,586.6583
15-47-16-8003952,779.5967,590.8024,990.7477,586.6583
15-47-16-8173962,780.3668,589.9771,990.7477,586.6583
