Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (718.0, 384.0)
Current resolution is (1436.0, 768.0)
Using Mouse as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y
11-09-13-0421660,739.3164,427.6875
11-09-13-0670160,739.3164,427.6875
11-09-13-1358400,739.3164,427.6875
11-09-13-1673210,739.3164,427.6875
11-09-13-2035470,739.3164,427.6875
11-09-13-2355480,739.3164,427.6875
11-09-13-2993380,739.3164,427.6875
11-09-13-3351480,739.3164,427.6875
11-09-13-3633900,739.3164,427.6875
11-09-13-3910220,739.3164,427.6875
11-09-13-4274140,739.3164,427.6875
11-09-13-4914300,739.3164,427.6875
11-09-13-5272570,739.3164,427.6875
11-09-13-5633480,739.3164,427.6875
11-09-13-5995870,739.3164,427.6875
11-09-13-6273760,739.3164,427.6875
11-09-13-6995090,739.3164,427.6875
11-09-13-7438140,739.3164,427.6875
11-09-13-7871840,739.3164,427.6875
11-09-13-7880080,739.3164,427.6875
11-09-13-8361270,739.3164,427.6875
11-09-13-8912020,739.3164,427.6875
11-09-13-9232340,739.3164,427.6875
11-09-13-9591780,739.3164,427.6875
11-09-13-9912400,739.3164,427.6875
11-09-14-0552990,737.3164,427.6875
11-09-14-0956010,734.9258,426.2969
11-09-14-1270980,733.8828,426.2969
11-09-14-1673780,733.8828,426.2969
11-09-14-1993720,733.8828,426.2969
11-09-14-2320500,733.8828,426.2969
11-09-14-2948850,733.8828,426.2969
11-09-14-3273880,733.8828,426.2969
11-09-14-3591950,733.8828,426.2969
11-09-14-3913500,733.8828,426.2969
11-09-14-4550700,733.8828,426.2969
11-09-14-4870500,733.8828,426.2969
11-09-14-5272590,733.8828,426.2969
11-09-14-5589310,733.8828,426.2969
11-09-14-5950680,733.8828,426.2969
11-09-14-6268630,733.8828,426.2969
11-09-14-6995030,733.8828,426.2969
11-09-14-7351430,733.8828,426.2969
11-09-14-7672620,733.8828,426.2969
11-09-14-8111460,733.8828,426.2969
11-09-14-8429670,733.8828,426.2969
11-09-14-8795910,733.8828,426.2969
11-09-14-9115930,733.8828,426.2969
11-09-14-9470580,733.8828,426.2969
11-09-15-0042250,733.8828,426.2969
11-09-15-0555670,733.8828,426.2969
11-09-15-0872750,733.8828,426.2969
11-09-15-1191140,733.8828,426.2969
11-09-15-1512070,733.8828,426.2969
11-09-15-2156370,733.8828,426.2969
11-09-15-2472390,733.8828,426.2969
11-09-15-2790260,733.8828,426.2969
11-09-15-3191080,733.8828,426.2969
11-09-15-3596490,733.8828,426.2969
11-09-15-3954660,733.8828,426.2969
11-09-15-4357090,733.8828,426.2969
11-09-15-4674640,733.8828,426.2969
11-09-15-5433460,733.8828,426.2969
11-09-15-5759220,733.8828,426.2969
11-09-15-6072220,733.8828,426.2969
11-09-15-6391910,733.8828,426.2969
11-09-15-6749330,733.8828,426.2969
11-09-15-7151720,733.8828,426.2969
11-09-15-7471780,733.8828,426.2969
11-09-15-8111860,733.8828,426.2969
11-09-15-8433290,733.8828,426.2969
11-09-15-8760690,733.8828,426.2969
11-09-15-9111530,733.8828,426.2969
11-09-15-9793040,733.8828,426.2969
11-09-16-0193300,733.8828,426.2969
11-09-16-0512350,733.8828,426.2969
11-09-16-0787530,733.8828,426.2969
11-09-16-1196650,733.8828,426.2969
11-09-16-1513890,733.8828,426.2969
11-09-16-1881780,733.8828,426.2969
11-09-16-2549260,733.8828,426.2969
11-09-16-2911490,733.8828,426.2969
11-09-16-3231290,733.8828,426.2969
11-09-16-3553000,733.8828,426.2969
11-09-16-3913500,733.8828,426.2969
11-09-16-4549050,733.8828,426.2969
11-09-16-4869610,733.8828,426.2969
11-09-16-5273210,733.8828,426.2969
11-09-16-5587490,733.8828,426.2969
11-09-16-5993950,733.8828,426.2969
11-09-16-6310060,733.8828,426.2969
11-09-16-6667250,733.8828,426.2969
11-09-16-7071490,733.8828,426.2969
11-09-16-7794930,733.8828,426.2969
11-09-16-8115100,733.8828,426.2969
11-09-16-8430730,733.8828,426.2969
11-09-16-8788580,733.8828,426.2969
11-09-16-9154350,733.8828,426.2969
11-09-16-9750420,733.8828,426.2969
11-09-17-0070090,733.8828,426.2969
11-09-17-0469370,733.8828,426.2969
11-09-17-0746320,733.8828,426.2969
11-09-17-1154360,733.8828,426.2969
11-09-17-1470350,733.8828,426.2969
11-09-17-2110800,717.2344,395.125
11-09-17-2386580,713.0586,382.6055
11-09-17-2713880,705.7578,349.2148
11-09-17-3348610,718.9727,312.0039
11-09-17-3719990,753.4023,324.5234
11-09-17-4026410,771.1406,350.6094
11-09-17-4350870,773.2266,386.082
11-09-17-4668550,755.4883,409.0352
11-09-17-5314010,714.4492,393.0391
11-09-17-5635140,711.3203,366.9531
11-09-17-5954220,714.4492,358.6055
11-09-17-6315950,742.6211,356.5195
11-09-17-6908770,780.1836,402.4297
11-09-17-7226100,776.0117,441.0352
11-09-17-7604250,750.9688,461.9023
11-09-17-7869370,721.7539,462.9453
11-09-17-8279210,705.0586,419.4688
11-09-17-8992530,704.0156,342.2617
