Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (1284.2, 575.0)
Current resolution is (1920.0, 1080.0)
Using Gaze as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y,ref_x,ref_y
14-28-59-1374476,725.7071,601.9739,1284.185,574.9682
14-28-59-1534485,724.879,602.0452,1284.185,574.9682
14-28-59-1704495,723.6902,601.6199,1284.185,574.9682
14-28-59-1874505,721.2319,603.4981,1284.185,574.9682
14-28-59-2044514,719.2532,604.0874,1284.185,574.9682
14-28-59-2204523,718.4034,602.7533,1284.185,574.9682
14-28-59-2364533,716.6172,603.5027,1284.185,574.9682
14-28-59-2534542,718.5507,603.3671,1284.185,574.9682
14-28-59-2704552,725.5961,602.0632,1284.185,574.9682
14-28-59-2864561,730.2672,603.3287,1284.185,574.9682
14-28-59-3044571,735.7742,601.1895,1284.185,574.9682
14-28-59-3204581,741.8153,599.0178,1284.185,574.9682
14-28-59-3374590,746.8309,599.0328,1284.185,574.9682
14-28-59-3534599,752.2997,599.8977,1284.185,574.9682
14-28-59-3704609,756.5944,601.4634,1284.185,574.9682
14-28-59-3874619,761.5468,599.4965,1284.185,574.9682
14-28-59-4034628,765.6611,599.5455,1284.185,574.9682
14-28-59-4204638,770.1572,600.1298,1284.185,574.9682
14-28-59-4364647,773.2867,600.6923,1284.185,574.9682
14-28-59-4534657,777.5314,599.2706,1284.185,574.9682
14-28-59-4704666,781.136,599.3436,1284.185,574.9682
14-28-59-4874676,782.6083,599.6523,1284.185,574.9682
14-28-59-5034685,786.3126,600.2236,1284.185,574.9682
14-28-59-5194694,788.076,599.7422,1284.185,574.9682
14-28-59-5364704,789.6324,602.2061,1284.185,574.9682
14-28-59-5534714,791.838,605.2606,1284.185,574.9682
14-28-59-5694723,792.7766,609.2565,1284.185,574.9682
14-28-59-5864733,794.1752,609.5492,1284.185,574.9682
14-28-59-6034742,795.4841,608.4424,1284.185,574.9682
14-28-59-6204752,797.0609,608.5208,1284.185,574.9682
14-28-59-6374762,803.4268,608.9331,1284.185,574.9682
14-28-59-6534771,1058.659,576.6091,1284.185,574.9682
14-28-59-6704781,1052.467,561.8409,1284.185,574.9682
14-28-59-6864790,1053.594,552.1261,1284.185,574.9682
14-28-59-7034800,1048.656,551.8958,1284.185,574.9682
14-28-59-7194809,1048.994,548.4492,1284.185,574.9682
14-28-59-7364819,1045.89,549.6712,1284.185,574.9682
14-28-59-7554829,1050.383,547.1232,1284.185,574.9682
14-28-59-7694837,1048.406,543.8908,1284.185,574.9682
14-28-59-7864847,1049.59,546.8495,1284.185,574.9682
14-28-59-8034857,1052.571,545.6422,1284.185,574.9682
14-28-59-8194866,1051.134,547.8352,1284.185,574.9682
14-28-59-8354875,1050.905,550.1135,1284.185,574.9682
14-28-59-8524885,1049.024,552.1097,1284.185,574.9682
14-28-59-8694895,1047.724,551.0964,1284.185,574.9682
14-28-59-8864904,1047.931,551.1094,1284.185,574.9682
14-28-59-9024914,1047.902,549.8062,1284.185,574.9682
14-28-59-9194923,1061.328,550.3986,1284.185,574.9682
14-28-59-9364933,1278.407,554.3203,1284.185,574.9682
14-28-59-9524942,1273.615,565.1722,1284.185,574.9682
14-28-59-9704952,1272.631,565.0056,1284.185,574.9682
14-28-59-9864962,1272.575,565.593,1284.185,574.9682
14-29-00-0034971,1271.528,563.8538,1284.185,574.9682
14-29-00-0194980,1272.697,564.0345,1284.185,574.9682
14-29-00-0364990,1276.843,559.6635,1284.185,574.9682
14-29-00-0524999,1278.152,560.2269,1284.185,574.9682
14-29-00-0685008,1279.684,556.9849,1284.185,574.9682
14-29-00-0865019,1282.355,553.9351,1284.185,574.9682
14-29-00-1035028,1284.425,555.7994,1284.185,574.9682
14-29-00-1195038,1284.79,555.5604,1284.185,574.9682
14-29-00-1365047,1284.826,554.3021,1284.185,574.9682
14-29-00-1525057,1286.797,553.2558,1284.185,574.9682
14-29-00-1695066,1288.938,552.8302,1284.185,574.9682
14-29-00-1855075,1289.907,554.2009,1284.185,574.9682
14-29-00-2025085,1289.956,554.937,1284.185,574.9682
14-29-00-2195095,1288.839,557.2584,1284.185,574.9682
14-29-00-2355104,1288.083,559.637,1284.185,574.9682
14-29-00-2525114,1288.184,562.4437,1284.185,574.9682
14-29-00-2695123,1288.206,564.4518,1284.185,574.9682
14-29-00-2865133,1288.461,565.434,1284.185,574.9682
14-29-00-3035143,1288.039,565.3918,1284.185,574.9682
14-29-00-3185151,1287.931,567.5864,1284.185,574.9682
14-29-00-3355161,1287.083,567.5408,1284.185,574.9682
14-29-00-3525171,1288.687,567.8136,1284.185,574.9682
14-29-00-3695181,1288.95,567.6633,1284.185,574.9682
14-29-00-3865190,1290.591,567.387,1284.185,574.9682
14-29-00-4025200,1292.027,567.8394,1284.185,574.9682
14-29-00-4185209,1292.415,566.4854,1284.185,574.9682
14-29-00-4355218,1292.373,567.3162,1284.185,574.9682
14-29-00-4515228,1292.802,567.5951,1284.185,574.9682
14-29-00-4695238,1293.143,568.6812,1284.185,574.9682
14-29-00-4855247,1293.275,569.2636,1284.185,574.9682
14-29-00-5025257,1293.289,569.6426,1284.185,574.9682
14-29-00-5195266,1293.318,570.4168,1284.185,574.9682
14-29-00-5365276,1293.225,570.7998,1284.185,574.9682
14-29-00-5525285,1293.524,569.5455,1284.185,574.9682
14-29-00-5685294,1292.791,569.5336,1284.185,574.9682
14-29-00-5855304,1292.808,569.6118,1284.185,574.9682
14-29-00-6025314,1292.193,570.7678,1284.185,574.9682
14-29-00-6195324,1291.483,571.4768,1284.185,574.9682
14-29-00-6365333,1289.942,572.7704,1284.185,574.9682
14-29-00-6515342,1288.613,574.3177,1284.185,574.9682
14-29-00-6685352,1288.124,575.3452,1284.185,574.9682
14-29-00-6855361,1288.09,577.5294,1284.185,574.9682
