Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (719.0, 382.0)
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y
16-42-00-1970580,777.1055,465.5117
16-42-00-3517350,777.1055,465.5117
16-42-00-5117420,777.1055,465.5117
16-42-00-6718380,777.1055,465.5117
16-42-00-8238460,777.1055,465.5117
16-42-00-9919140,777.1055,465.5117
16-42-01-1559820,777.1055,465.5117
16-42-01-3115960,777.1055,465.5117
16-42-01-4796720,777.1055,465.5117
16-42-01-6235200,776.0625,465.5117
16-42-01-7555610,767.7148,451.9453
16-42-01-9157050,759.3672,433.168
16-42-02-0595000,749.6289,416.4727
16-42-02-2238280,734.6758,397.6914
16-42-02-3839390,726.6758,382.3906
16-42-02-5353330,726.6758,379.2578
16-42-02-6999320,730.8516,376.5195
16-42-02-8517290,741.6328,375.4766
16-42-03-0158600,754.1523,387.6484
16-42-03-1679340,756.9336,402.9531
16-42-03-3165470,742.3281,403.9961
16-42-03-4676290,731.8945,396.6914
16-42-03-6195630,728.4141,389.7344
16-42-03-7718610,723.5469,384.1719
16-42-03-9277740,717.9805,381.4336
16-42-04-0677720,708.2422,375.8672
16-42-04-1995420,696.418,349.7852
16-42-04-3517530,717.2852,328.5664
16-42-04-5044990,761.8047,321.2656
16-42-04-6556010,789.625,321.2656
16-42-04-8114460,818.4922,350.4805
16-42-04-9636750,824.7539,368.5625
16-42-05-1116870,801.4531,374.4766
16-42-05-2634340,765.6289,369.6094
16-42-05-4118450,746.8477,365.4336
16-42-05-5637810,735.3711,373.0859
16-42-05-7195730,727.7188,377.2578
16-42-05-8520300,722.5039,377.2578
16-42-06-0116990,719.375,377.2578
16-42-06-1757680,719.375,377.9531
16-42-06-3355430,719.375,377.9531
16-42-06-4999480,719.375,377.9531
16-42-06-6681030,719.375,377.9531
16-42-06-8275600,719.375,377.9531
16-42-06-9836410,719.375,377.9531
16-42-07-1400620,719.375,377.9531
16-42-07-3038110,719.375,377.9531
16-42-07-4677870,719.375,377.9531
16-42-07-6358320,719.375,377.9531
16-42-07-7957400,719.375,377.9531
16-42-07-9518170,719.375,377.9531
16-42-08-1032060,719.375,377.9531
16-42-08-2639230,719.375,377.9531
16-42-08-4153690,723.1992,380.7383
16-42-08-5677170,777.4531,424.5586
16-42-08-7323170,789.582,433.6016
16-42-08-8756760,789.582,433.6016
16-42-09-0234800,765.6289,413.8203
16-42-09-1755410,738.1523,389.1289
16-42-09-3119500,732.5898,383.5625
16-42-09-4715080,722.5039,377.3008
16-42-09-6285120,719.375,377.3008
16-42-09-7676490,718.6797,377.3008
16-42-09-9195470,718.6797,377.3008
16-42-10-0757130,718.6797,377.3008
16-42-10-2195620,748.9336,325.2656
16-42-10-3635440,834.8398,349.2617
16-42-10-5154650,761.8047,400.7344
16-42-10-6673610,708.2422,357.6094
16-42-10-8191690,714.1133,357.6094
16-42-10-9725100,737.0664,402.4727
16-42-11-1234130,683.1602,363.5195
16-42-11-2795990,817.0586,344.043
16-42-11-4398300,778.4531,433.4258
16-42-11-5835270,666.4648,290.832
16-42-11-7317610,751.6758,322.4805
16-42-11-8836640,763.1523,346.4805
16-42-12-0313090,601.7773,338.1328
16-42-12-1796170,507.1758,291.5273
16-42-12-3272340,474.875,267.8789
16-42-12-4790130,474.875,267.8789
16-42-12-6315810,464.4414,261.6172
16-42-12-7874290,379.9297,193.4492
16-42-12-9476770,362.5391,177.8008
16-42-13-0994390,389.668,204.8867
16-42-13-2596920,485.3086,325.918
16-42-13-3991160,554.1719,353.043
16-42-13-5514370,642.5117,362.0859
16-42-13-7153410,691.2031,382.2578
16-42-13-8673840,693.2891,382.9531
16-42-14-0272890,719.7227,379.8242
16-42-14-1593520,728.0664,379.8242
16-42-14-3075260,722.8945,379.8242
16-42-14-4556990,717.6758,379.8242
16-42-14-5994910,717.6758,379.8242
16-42-14-7473700,720.375,378.7813
16-42-14-8793560,720.375,378.7813
16-42-15-0433820,720.375,378.7813
16-42-15-1993490,720.375,378.7813
16-42-15-3677370,720.375,378.7813
16-42-15-5271020,720.375,378.7813
16-42-15-6634700,720.375,378.7813
16-42-15-8165090,720.375,378.7813
16-42-15-9755230,720.375,378.7813
16-42-16-1354440,720.375,378.7813
16-42-16-2793830,720.375,378.7813
16-42-16-4434380,720.375,379.7813
16-42-16-5991740,720.375,379.7813
16-42-16-7634050,720.375,379.7813
16-42-16-9234510,720.375,379.7813
16-42-17-0792200,720.375,379.7813
16-42-17-2029920,720.375,379.7813
16-42-17-3631710,720.375,379.7813
16-42-17-5234920,720.375,379.7813
16-42-17-6599030,720.375,379.7813
16-42-17-8088960,720.375,379.7813
16-42-17-9672870,719.375,379.7813
16-42-18-1235300,714.5469,375.6484
16-42-18-2671310,608.4727,304.6992
16-42-18-4244780,550.3906,280.7031
16-42-18-5754570,564.3008,288.3984
16-42-18-7231670,851.9258,420.5586
16-42-18-8752160,753.1523,413.6016
16-42-19-0316930,690.5508,295.0078
16-42-19-1793430,775.7578,343.3477
16-42-19-3392780,718.0273,423.6875
16-42-19-5033970,692.9844,365.6094
16-42-19-6514420,704.4609,352.7383
16-42-19-8031510,732.6328,359
16-42-19-9589870,744.457,367.3477
16-42-20-1196900,744.457,368.3477
16-42-20-2591900,746.5,370.3906
16-42-20-4112730,747.5,371.3906
16-42-20-5430010,747.5,371.3906
16-42-20-7031770,747.5,371.3906
16-42-20-8553530,747.5,371.3906
16-42-21-0029070,747.5,371.3906
16-42-21-1552750,747.5,371.3906
16-42-21-3115410,747.5,371.3906
16-42-21-4632540,747.5,371.3906
16-42-21-6232040,747.5,371.3906
16-42-21-7790880,747.5,371.3906
16-42-21-9152940,747.5,371.3906
16-42-22-0748100,747.5,371.3906
16-42-22-2073660,747.5,371.3906
16-42-22-3550400,747.5,371.3906
16-42-22-5073400,747.5,371.3906
16-42-22-6590270,747.5,371.3906
16-42-22-7993520,747.5,371.3906
16-42-22-9557880,747.5,371.3906
16-42-23-1193620,747.5,371.3906
16-42-23-2829360,747.5,371.3906
16-42-23-4199900,747.5,371.3906
16-42-24-2870570,747.5,371.3906
16-42-24-4428180,747.5,371.3906
16-42-24-5713360,747.5,371.3906
16-42-24-7355310,747.5,371.3906
16-42-24-8908010,747.5,371.3906
16-42-25-0267410,747.5,371.3906
16-42-25-1631290,747.5,371.3906
16-42-25-3283070,747.5,371.3906
16-42-25-4790910,747.5,371.3906
16-42-25-6328720,747.5,371.3906
16-42-25-7913210,747.5,371.3906
16-42-25-9474640,747.5,371.3906
16-42-26-0750700,747.5,371.3906
16-42-26-2428520,747.5,371.3906
16-42-26-3790700,747.5,371.3906
16-42-26-5394000,747.5,371.3906
16-42-26-6986860,747.5,371.3906
16-42-26-8628570,747.5,371.3906
16-42-27-0227640,747.5,371.3906
16-42-27-9070250,747.5,371.3906
16-42-28-0631400,747.5,371.3906
16-42-28-1929280,747.5,371.3906
16-42-28-3511690,747.5,371.3906
16-42-29-0953010,747.5,371.3906
16-42-29-2591440,747.5,371.3906
16-42-29-4155510,747.5,371.3906
16-42-30-2029620,747.5,371.3906
16-42-30-3508480,747.5,371.3906
16-42-30-4871770,747.5,371.3906
16-42-30-6565260,747.5,371.3906
16-42-30-8112270,747.5,371.3906
16-42-30-9629690,747.5,371.3906
16-42-31-1187430,747.5,371.3906
16-42-31-2745940,747.5,371.3906
16-42-31-4356100,747.5,371.3906
16-42-31-5987950,747.5,371.3906
16-42-31-7551370,747.5,371.3906
16-42-31-9167520,747.5,371.3906
16-42-32-0804550,747.5,371.3906
16-42-32-2428980,747.5,371.3906
16-42-32-3712540,747.5,371.3906
16-42-32-5191990,828.1875,380.7813
16-42-32-6749120,819.1445,427.7305
16-42-32-8146160,681.4219,368.957
16-42-32-9509560,705.418,331.7422
16-42-33-0986880,765.9336,357.1289
16-42-33-2510460,721.0703,375.9102
16-42-33-4025750,693.2031,374.9102
16-42-33-5549300,693.2031,374.9102
16-42-33-7105000,715.1133,379.0859
16-42-33-8630950,718.9375,380.8242
16-42-34-0190930,718.9375,380.8242
16-42-34-1751360,718.9375,380.8242
16-42-34-3349710,718.9375,380.8242
16-42-34-4985810,718.9375,380.8242
16-42-34-6585390,718.9375,380.8242
16-42-34-7951060,718.9375,380.8242
16-42-34-9266070,718.9375,380.8242
16-42-35-0785550,718.9375,380.8242
16-42-35-2427950,718.9375,380.8242
16-42-35-3990250,718.9375,380.8242
16-42-35-5352640,718.9375,380.8242
16-42-35-7027940,718.9375,380.8242
16-42-35-8630530,718.9375,380.8242
16-42-36-0148990,718.9375,380.8242
16-42-36-1752010,718.9375,380.8242
16-42-36-3349440,718.9375,380.8242
16-42-36-4992920,718.9375,380.8242
16-42-36-6566510,718.9375,380.8242
16-42-36-8229540,718.9375,380.8242
16-42-36-9870220,718.9375,380.8242
16-42-37-1384560,718.9375,380.8242
16-42-37-3035740,718.9375,380.8242
16-42-37-4585390,718.9375,380.8242
16-42-37-5908920,718.9375,380.8242
16-42-37-7387590,718.9375,380.8242
16-42-37-8707080,718.9375,380.8242
16-42-38-0267960,718.9375,380.8242
16-42-38-1824670,718.9375,380.8242
16-42-38-3425940,718.9375,380.8242
16-42-38-4983930,718.9375,380.8242
16-42-38-6349320,718.9375,380.8242
16-42-38-7905390,718.9375,380.8242
16-42-38-9187940,718.9375,380.8242
16-42-39-0552300,718.9375,380.8242
16-42-39-1885550,718.9375,380.8242
16-42-39-3383680,718.9375,380.8242
16-42-39-5029210,718.9375,380.8242
16-42-39-6547400,718.9375,380.8242
16-42-39-8189690,718.9375,380.8242
16-42-39-9835510,718.9375,380.8242
16-42-40-1395720,718.9375,380.8242
16-42-40-3023740,718.9375,380.8242
16-42-40-4706830,718.9375,380.8242
16-42-40-6027390,718.9375,380.8242
16-42-40-7665810,718.9375,380.8242
16-42-40-8986840,718.9375,380.8242
16-42-41-0312360,718.9375,380.8242
16-42-41-1905910,718.9375,380.8242
16-42-41-3265160,718.9375,380.8242
16-42-41-4906580,718.9375,380.8242
16-42-41-6422080,718.9375,380.8242
16-42-41-7787720,718.9375,380.8242
16-42-41-9351550,718.9375,380.8242
16-42-42-0943800,718.9375,380.8242
16-42-42-2262930,718.9375,380.8242
16-42-42-3825310,718.9375,380.8242
16-42-42-5148920,718.9375,380.8242
16-42-42-6748980,718.9375,380.8242
16-42-42-8308560,718.9375,380.8242
16-42-42-9824080,718.9375,380.8242
16-42-43-1187970,718.9375,380.8242
16-42-43-2911260,718.9375,380.8242
