Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (952.0, 455.0)
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y
16-03-39-6717174,1033,346
16-03-39-7927243,1033,346
16-03-39-9237318,1033,346
16-03-40-0547393,1033,346
16-03-40-1857468,1033,346
16-03-40-3147542,1033,346
16-03-40-4467617,1033,346
16-03-40-5777692,1033,346
16-03-40-7157771,1033,346
16-03-40-8467846,1033,346
16-03-40-9777921,1033,346
16-03-41-1107997,1033,346
16-03-41-2408071,1033,346
16-03-41-3718146,1033,346
16-03-41-5048222,1033,346
16-03-41-6368298,1033,346
16-03-41-7688373,1033,346
16-03-41-8998448,1033,346
16-03-42-0318524,1033,346
16-03-42-1618598,1033,346
16-03-42-2938674,1033,346
16-03-42-4278750,1033,346
16-03-42-5568824,1033,346
16-03-42-6888900,1033,346
16-03-42-8348983,1033,346
16-03-42-9829068,1033,346
16-03-43-1339154,1033,346
16-03-43-2819239,1033,346
16-03-43-4349326,1033,346
16-03-43-5839412,1033,346
16-03-43-7199489,1033,346
16-03-43-8729577,1033,346
16-03-44-0199661,1033,346
16-03-44-1719748,1033,346
16-03-44-3219834,1033,346
16-03-44-4739921,1033,346
16-03-44-6210005,1033,346
16-03-44-7730092,1033,346
16-03-44-9210176,1033,346
16-03-45-0530252,1033,346
16-03-45-2030338,1033,346
16-03-45-3510422,1033,346
16-03-45-5060511,1033,346
16-03-45-6550596,1033,346
16-03-45-8030681,1033,346
16-03-45-9530767,1033,344
16-03-46-1030852,982,348
16-03-46-2530938,975,355
16-03-46-4061026,970,363
16-03-46-5561112,942,391
16-03-46-7111200,915,421
16-03-46-8591285,865,453
16-03-47-0131373,815,479
16-03-47-1601457,775,484
16-03-47-3131545,772,475
16-03-47-4661632,817,431
16-03-47-6191720,889,398
16-03-47-7681805,968,438
16-03-47-9171890,993,479
16-03-48-0691977,984,513
16-03-48-2162061,967,526
16-03-48-3682148,943,526
16-03-48-5172233,928,500
16-03-48-6712321,990,428
16-03-48-8212407,1073,398
16-03-48-9732494,1153,395
16-03-49-1222579,1209,423
16-03-49-2822671,1253,462
16-03-49-4332757,1145,625
16-03-49-5892846,1053,659
16-03-49-7392932,948,624
16-03-49-8873017,935,518
16-03-50-0393104,1020,376
16-03-50-1903190,1034,344
16-03-50-3413277,890,344
16-03-50-4773354,741,402
16-03-50-6273440,737,464
16-03-50-7783527,791,483
16-03-50-9283612,1007,420
16-03-51-0793699,1143,412
16-03-51-2293784,1218,511
16-03-51-3803871,1036,609
16-03-51-5293956,906,612
16-03-51-6824044,788,571
16-03-51-8354131,785,494
16-03-51-9844216,821,439
16-03-52-1354303,851,432
16-03-52-2834387,855,431
16-03-52-4354474,855,431
16-03-52-5864561,855,431
16-03-52-7354646,855,431
16-03-52-8834731,855,431
16-03-53-0594831,855,431
16-03-53-2194923,855,431
