Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (467.5, 253.0)
Using ScreenCentre as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y
11-46-10-7635647,467.5,253
11-46-10-8735649,467.5,253
11-46-11-0635651,467.5,253
11-46-11-2135654,467.5,253
11-46-11-3645667,467.5,253
11-46-11-5275699,467.5,253
11-46-11-6975702,467.5,253
11-46-11-8675704,467.5,253
11-46-12-7575716,467.5,253
11-46-12-9075719,467.5,253
11-46-13-0575721,467.5,253
11-46-13-1975723,467.5,253
11-46-13-3475725,467.5,253
11-46-13-4775727,467.5,253
11-46-13-6275729,467.5,253
11-46-13-7575730,467.5,253
11-46-13-9075733,467.5,253
11-46-14-0575735,467.5,253
11-46-14-2075737,467.5,253
11-46-14-3675739,467.5,253
11-46-14-5385742,467.5,253
11-46-14-6985744,467.5,253
11-46-14-8685747,467.5,253
11-46-15-0185749,467.5,253
11-46-15-1785751,467.5,253
11-46-15-3485753,467.5,253
11-46-15-5085756,467.5,253
11-46-15-6785758,467.5,253
11-46-15-8185760,467.5,253
11-46-15-9585762,467.5,253
11-46-16-0885764,467.5,253
11-46-16-2485766,467.5,253
11-46-16-4085768,467.5,253
11-46-16-5785770,467.5,253
11-46-16-7485773,467.5,253
11-46-16-9085775,467.5,253
11-46-17-1285778,467.5,253
