Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (1072.9, 427.3)
Current resolution is (1920.0, 1080.0)
Using Gaze as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y,ref_x,ref_y
13-19-11-7705141,1045.93,407.2111,1072.856,427.3426
13-19-11-7885151,1044.5,410.2487,1072.856,427.3426
13-19-11-8025159,1044.611,413.4702,1072.856,427.3426
13-19-11-8195169,1042.19,416.6331,1072.856,427.3426
13-19-11-8365178,1042.029,418.7648,1072.856,427.3426
13-19-11-8525188,1043.271,421.1661,1072.856,427.3426
13-19-11-8695197,1043.501,423.5371,1072.856,427.3426
13-19-11-8865207,1044.359,424.1956,1072.856,427.3426
13-19-11-9025216,1045.326,423.1713,1072.856,427.3426
13-19-11-9195226,1045.133,423.6573,1072.856,427.3426
13-19-11-9365236,1044.526,423.4094,1072.856,427.3426
13-19-11-9525245,1044.425,422.4924,1072.856,427.3426
13-19-11-9695255,1044.752,422.502,1072.856,427.3426
13-19-11-9865264,1044.189,422.4918,1072.856,427.3426
13-19-12-0025273,1044.773,420.7897,1072.856,427.3426
13-19-12-0205284,1042.567,420.8998,1072.856,427.3426
13-19-12-0365293,1040.489,421.1722,1072.856,427.3426
13-19-12-0535303,1040.946,419.7171,1072.856,427.3426
13-19-12-0695312,1042.106,420.5082,1072.856,427.3426
13-19-12-0865321,1042.958,419.9833,1072.856,427.3426
13-19-12-1025331,1042.91,419.5533,1072.856,427.3426
13-19-12-1195340,1042.912,419.3345,1072.856,427.3426
13-19-12-1355349,1041.905,419.9354,1072.856,427.3426
13-19-12-1525359,1040.452,420.5887,1072.856,427.3426
13-19-12-1695369,1040.57,420.6765,1072.856,427.3426
13-19-12-1855378,1039.043,419.4915,1072.856,427.3426
13-19-12-2025388,1039.163,417.4235,1072.856,427.3426
13-19-12-2195398,1038.885,417.751,1072.856,427.3426
13-19-12-2355407,1038.619,415.5771,1072.856,427.3426
13-19-12-2525416,1039.327,413.3111,1072.856,427.3426
13-19-12-2695426,1039.141,411.9003,1072.856,427.3426
13-19-12-2855435,1039.533,412.6783,1072.856,427.3426
13-19-12-3025445,1039.287,413.6614,1072.856,427.3426
13-19-12-3195455,1039.778,414.755,1072.856,427.3426
13-19-12-3355464,1039.779,413.4663,1072.856,427.3426
13-19-12-3525474,1039.048,411.5965,1072.856,427.3426
13-19-12-3695483,1038.77,410.4904,1072.856,427.3426
13-19-12-3865493,1039.318,410.0303,1072.856,427.3426
13-19-12-4025502,1039.359,409.9601,1072.856,427.3426
13-19-12-4195512,1039.959,409.1138,1072.856,427.3426
13-19-12-4365522,1041.496,409.5618,1072.856,427.3426
13-19-12-4525531,1040.782,411.0729,1072.856,427.3426
13-19-12-4695541,1042.165,412.7383,1072.856,427.3426
13-19-12-4855550,1044.032,415.1245,1072.856,427.3426
13-19-12-5025559,1043.538,415.5137,1072.856,427.3426
13-19-12-5185569,1042.348,416.6422,1072.856,427.3426
13-19-12-5355578,1042.181,417.3939,1072.856,427.3426
13-19-12-5525588,1041.983,419.092,1072.856,427.3426
13-19-12-5685597,1042.664,421.2165,1072.856,427.3426
13-19-12-5855607,1042.863,421.9832,1072.856,427.3426
13-19-12-6025617,1043.94,422.158,1072.856,427.3426
13-19-12-6195626,1044.773,424.6386,1072.856,427.3426
13-19-12-6355635,1043.749,426.9559,1072.856,427.3426
13-19-12-6525645,1043.391,432.4055,1072.856,427.3426
13-19-12-6695655,1044.072,437.2541,1072.856,427.3426
13-19-12-6855664,1045.12,442.2054,1072.856,427.3426
13-19-12-7025674,1046.303,445.5478,1072.856,427.3426
13-19-12-7195684,1046.87,448.7783,1072.856,427.3426
13-19-12-7355693,1046.888,451.0086,1072.856,427.3426
13-19-12-7525702,1045.467,451.9495,1072.856,427.3426
13-19-12-7705713,1045.626,454.0784,1072.856,427.3426
13-19-12-7855721,1044.786,454.4393,1072.856,427.3426
13-19-12-8015730,1045.92,455.8658,1072.856,427.3426
13-19-12-8185740,1046.576,454.8422,1072.856,427.3426
13-19-12-8345749,1048.294,457.9893,1072.856,427.3426
13-19-12-8515759,1049.463,459.1454,1072.856,427.3426
13-19-12-8685769,1050.842,460.3533,1072.856,427.3426
13-19-12-8855778,1050.66,461.8018,1072.856,427.3426
