Gaze tracking data for MED603 experiment 1
User is supposed to look at coordinates (687.6, 715.1)
Current resolution is (1920.0, 1080.0)
Using Gaze as gaze data source.
Timestamp is in HH-mm-ss-fffffff
------------------------------
Timestamp,x,y,ref_x,ref_y
15-11-33-3797986,712.7241,752.6118,687.5873,715.0803
15-11-33-3957995,713.776,752.226,687.5873,715.0803
15-11-33-4128004,714.5729,748.8925,687.5873,715.0803
15-11-33-4298014,714.8154,749.6669,687.5873,715.0803
15-11-33-4468024,714.9607,748.5143,687.5873,715.0803
15-11-33-4628033,714.116,745.8027,687.5873,715.0803
15-11-33-4798043,716.0605,745.4316,687.5873,715.0803
15-11-33-4958052,718.9414,745.104,687.5873,715.0803
15-11-33-5128062,719.6627,745.0696,687.5873,715.0803
15-11-33-5298071,718.4724,743.0455,687.5873,715.0803
15-11-33-5458080,721.069,743.1189,687.5873,715.0803
15-11-33-5628090,717.5123,743.3925,687.5873,715.0803
15-11-33-5788099,717.5942,749.3381,687.5873,715.0803
15-11-33-5958109,717.5351,749.4462,687.5873,715.0803
15-11-33-6128119,717.7708,749.583,687.5873,715.0803
15-11-33-6298129,717.7061,754.0354,687.5873,715.0803
15-11-33-6458138,715.6984,755.3186,687.5873,715.0803
15-11-33-6628147,713.0151,757.6189,687.5873,715.0803
15-11-33-6788157,710.6414,759.2884,687.5873,715.0803
15-11-33-6958166,709.8859,759.3944,687.5873,715.0803
15-11-33-7128176,712.5632,762.92,687.5873,715.0803
15-11-33-7288185,710.3701,765.9351,687.5873,715.0803
15-11-33-7458195,709.8899,763.1382,687.5873,715.0803
15-11-33-7628205,709.2436,760.998,687.5873,715.0803
15-11-33-7798214,706.5,759.6274,687.5873,715.0803
15-11-33-7958223,704.5142,760.0121,687.5873,715.0803
15-11-33-8128233,702.8369,759.4308,687.5873,715.0803
15-11-33-8288242,699.0995,758.9958,687.5873,715.0803
15-11-33-8458252,698.2031,758.6919,687.5873,715.0803
15-11-33-8628262,696.0187,755.5295,687.5873,715.0803
15-11-33-8788271,694.0541,755.3439,687.5873,715.0803
15-11-33-8958281,693.318,755.6866,687.5873,715.0803
15-11-33-9118290,693.8159,757.6337,687.5873,715.0803
15-11-33-9288300,693.199,758.3738,687.5873,715.0803
15-11-33-9458309,691.6349,759.1449,687.5873,715.0803
15-11-33-9618318,692.8943,759.8958,687.5873,715.0803
15-11-33-9788328,691.0953,761.5114,687.5873,715.0803
15-11-33-9958338,690.3413,761.9053,687.5873,715.0803
15-11-34-0118347,692.3002,762.688,687.5873,715.0803
15-11-34-0288357,694.5662,763.7123,687.5873,715.0803
15-11-34-0448366,693.1766,765.1649,687.5873,715.0803
15-11-34-0618376,693.6171,765.9025,687.5873,715.0803
15-11-34-0788385,692.6643,765.8839,687.5873,715.0803
15-11-34-0948395,692.5606,765.4795,687.5873,715.0803
15-11-34-1118404,691.2381,765.1172,687.5873,715.0803
15-11-34-1288414,689.0103,762.4152,687.5873,715.0803
15-11-34-1448423,688.8318,762.7855,687.5873,715.0803
15-11-34-1618433,688.4686,763.1076,687.5873,715.0803
15-11-34-1788443,687.6702,761.8571,687.5873,715.0803
15-11-34-1958452,688.1097,762.2256,687.5873,715.0803
15-11-34-2118461,686.5394,761.3247,687.5873,715.0803
15-11-34-2308472,687.8335,760.7676,687.5873,715.0803
15-11-34-2448480,687.0769,759.2341,687.5873,715.0803
15-11-34-2618490,686.6313,760.3141,687.5873,715.0803
15-11-34-2788500,687.215,759.444,687.5873,715.0803
15-11-34-2948509,688.5775,758.1783,687.5873,715.0803
